orth,pron_no_tones
ជ្រាល,criel
វ៉ែនតា,vaen taa
វិមាន,viʔmien
ទំពាំង,tumpeaŋ
ធួន,tʰuən
ក្លែម,klaem
សំយោគសញ្ញា,saŋyook saɲɲaa
យង់,yʊəŋ
ជ្រមុជ,crɔmuc
បន្ត,bɑntɑɑ
មក,mɔɔk
កាច,kaac
កង្វល់,kɑŋvɑl
អធិក,ʔaʔtʰɨk
មមៃ,mɔmey
ឥណ្ឌៀ,ʔǝndiǝ
លំចង់,lumcɑŋ
ជំនាន់,cumnoan
ជន្ម,cʊənmeaʔ
ចលនា,caʔlaʔnaa
សង្គមូបនីយកម្ម,sɑŋkeaʔmuupaʔniiyeaʔkam
នេតិបណ្ឌិត,neeteʔbɑndit
ស្ដួច,sduǝc
ហ៊ោ,hoo
វិះ,vih
បៀក,biək
ស្មាញ,smaaɲ
សាលដីកា,saaldǝykaa
ពរ,pɔɔ
ប្រែង,praeŋ
ជ្រួល,cruəl
បន្តុះ,bɑntoh
កាត់,kat
ឌិន,din
ពេក,peek
ភាពសមរម្យ,pʰiepsɑmrum
ឆុង,cʰoŋ
សភា,saʔpʰie
ស្រពេចស្រពិល,srɑpɨc-srɑpɨl
តុងទីន,toŋtiin
តានា,taanaa
ថត,tʰɑɑt
បង្គី,bɑŋkii
ឆ្កឹះឆ្កៀល,ckəh-ckiəl
ពី,pii
ហ៊ី,hii
ខន្តី,kʰantəy
ផត,pʰɑɑt
តង,tɑɑŋ
ពន្លិច,pʊənlɨc
សំរុង,sɑmroŋ
ប្រាកដ,praakɑat
សំកុក,sɑmkok
វាក់,veak
ក្រនៀវ,krɑniəv
កុសិនារា,koʔseʔnierie
ជំនុំ,cumnum
ថ្កៀប,tkiəp
រៀល,riəl
ម្រឹត,mrɨt
ចំណិត,cɑmnət
បំផាយ,bɑmpʰaay
សមានការ,saʔmaaneaʔkaa
ហ៊ិះ,hih
មាតិកា,mieteʔkaa
បួន,buən
វិវិធ,viʔviʔtʰeaʔ
លំអង,lumʔɑɑŋ
ច្រវា,crɑvaa
ទ្រាស,trieh
មនោសញ្ចេតនា,meaʔnoosaɲceɛtaʔnaa
បញ្ឆៀង,bɑɲcʰiəŋ
រលាស់,rɔloah
ប្រាជ្ញ,praac
អង្រុត,ʔɑŋrut
រលាប,rɔliep
សកល,saʔkɑl
ខូច,kʰooc
ល្អៀង,lʔiǝŋ
ផលិត,pʰɑlɨt
បណ្ដាច់,bɑndac
រំពា,rumpie
រូពី,ruupii
កំបោរ,kɑmbao
សូល,sool
បុរិន្ទ,boʔrin
វិមជ្ឈការ,viʔmaccʰeaʔkaa
សុភាព,soʔpʰiep
អភិញ្ញា,ʔaʔPhɨɲɲie
ទ្រោម,troom
ល្បាស់,lbah
អន្តេ,ʔɑnteɛ
សួង,suǝŋ
ទ្រគោះ,trɔkʊəh
គូក,kuuk
ក្រដាស,krɑdaah
ច្រឹង,crəŋ
មធ្យោបាយ,matyoobaay
តឹង,təŋ
រំខាន,rumkʰaan
ត្លុក,tlok
ផ្ដេសផ្ដាស,pdeɛh-pdaah
ភក្តី,pʰeaʔkdəy
សភាព,saʔpʰiep
រលុប,rɔlup
ប្រឈួន,prɑcʰuən
ល្វក់,lvɔǝk
ឆ្នុក,cnok
ពាក់កណ្ដាល,peak kɑndaal
ខ្មី,kməy
ថាស,tʰaah
ភេទ,pʰeet
បារៀន,baariən
ពក,pɔɔk
ក្រសាំង,krɑsaŋ
គាត់,koat
ង៉ោង,ŋaoŋ
ស្ងើន,sŋaǝn
វេស្សន្តរ,veehsɑntaʔraʔ
ចំតិត,cɑmtət
សគ្គ,sakkeaʔ
ម៉ក់,mɑk
សញ្ជាតិ,saɲcieteʔ
ភស្តា,pʰoahsdaa
មហានទី,meaʔhaanɔtii
គឺ,kɨɨ
អនុស័យ,ʔaʔnuʔsay
លូន,luun
អភិនីហារ,ʔaʔpʰiʔniihaa
ត្បូង,tbooŋ
លាប់,loap
ប្រវត្តិ,prɑvoat
រកាំ,rɔkam
ល្មើស,lmǝǝh
មូលបត្រ,muulaʔbat
បញ្ជាន់,bɑɲcoan
បន្ទារ,bɑntie
តក់ស្លុត,tɑk slot
ទុក្ខវេទនា,tukveetɔnie
អនុសញ្ញា,ʔaʔnuʔsaɲɲaa
ភ្លា,plie
សង្រួម,sɑŋruəm
បាល់,bal
ពពួក,pɔpuək
ងែង,ŋɛɛŋ
ខួប,kʰuəp
ក្រាល,krạal
ធ្លោយ,tlooy
យានិក,yienɨk
ប្រៃ,pray
ពូជ,puuc
គេង,keeŋ
អម្រស់,ʔɑmrɑh
ទុក្ករកិរិយា,tukkaʔraʔkeʔreʔyaa
បតិ,paʔteʔ
កម្មសិទ្ធិ,kammeaʔsettʰiʔ
សំណើម,sɑmnaəm
ខ្សឹកខ្សួល,ksək-ksuəl
ផួង,pʰuəŋ
លីង,liiŋ
ភិត,pʰɨt
សុទិដ្ឋិនិយម,soʔtiʔtʰeʔniʔyum
បណ្ដាញ,bɑndaaɲ
មេនំ,mae nɑm
ស្រមើ,srɑmaə
ខ្នប់,knɑp
ដឹង,dəŋ
បន្ថែម,bɑntʰaem
ចាក់រុក,cak ruk
ម្សិល,msəl
ច្រម,crɑɑm
គ្រវាស,krɔvieh
បាត់,bat
ទេពច្យុត,teepcaʔyot
ពត់,pʊət
ស្រួត,sruǝt
ព្រៃ,prey
រុល,rul
មោក្ខ,mookkʰaʔ
ថ្នក់,tnɑk
វី,vii
សិស្ស,səh
ចង្រៃ,cɑŋray
ឡិន,lǝn
កុះករ,koh kɑɑ
សុទ្ធោទន,sottʰooteaʔneaʔ
មហាក្សត្រី,meaʔhaaksatrəy
កាលានុវត្តន៍,kaalaanuʔvoat
លុត,lut
ច្រឡំ,crɑlɑm
ប្រសេចប្រសាច,prɑsəc-prɑsaac
ត្រូវ,trəv
ក្នក់,knɑk
ជ្រោង,crooŋ
ហេវ,heɛv
អាត់,ʔat
ច្រេស,creɛh
សន្យា,sɑnyaa
អគ្គសេនាបតី,ʔakkeaʔseɛnaapaʔdǝy
រើប,rəəp
ភឹប,pʰɨp
ត្រងាល,trɑŋaal
វិទ្យុ,vittyuʔ
លះ,leah
ងឿ,ŋɨə
និស្សារណកម្ម,nihsaareaʔnaʔkam
រលេះ,rɔleh
មេត្តា,meettaa
ពង្រាត់,pʊəŋroat
ស្លាត,slaat
រលប់,rɔlup
ទំងន់,tumŋʊən
អង្គញ់,ʔɑŋkɔǝɲ
សំអាង,sɑmʔaaŋ
ជើងទាន,cəəŋ tien
ថ្លុក,tlok
សុង,soŋ
ដំណែល,dɑmnael
មជ្ឈការ,maccʰeaʔkaa
បឹង,bəŋ
លែះ,leh
យោបល់,yoobɑl
ទិន្នផល,tinneaʔpʰɑl
លូកលាន់,luuk-loan
ញាស់,ɲoah
ត្រាំត្រែង,tram-traeŋ
អភិ,ʔaʔpʰiʔ
ស្លឹង,slǝŋ
ក្រាក,kraak
ទ្រមាក់,trɔmeak
អហិង្សា,ʔaʔheŋsaa
ខ្លាញ់,klaɲ
ខ្សោះ,ksɑh
អាទិទេព,ʔaatiʔteep
ជញ្ជក់,cʊəɲcʊək
ប្រដាក់,prɑdak
ឡោ,lao
ខ្ទុះ,ktuh
មើលងាយ,məəl ŋiey
អត្ថប្រយោជន៍,ʔattʰaʔprɑyaoc
វេន,veen
ល្វាសល្វន់,lvieh-lvɔǝn
ឡូញ,looɲ
អាសយដ្ឋាន,ʔaasaʔyattʰaan
ប្រលោម,prɑlaom
អសុចិ,ʔaʔsoʔce
លោហៈ,loohaʔ
ឡុល ៗ,lol-lol
ជរា,ceaʔrie
រំលេម,rumleem
រខិត,rɔkʰət
បន្ទះ,bɑnteah
ជុះ,cuh
សៅហ្មង,savmɑɑŋ
ត្បិត,tbət
សមាជ,saʔmaac
អាភាស,ʔaapʰieh
ប្រទេច,prɑtɨc
តម្រុយ,tɑmroy
អសន្យាណូវិទ្យា,ʔaʔsɑnyaanoovityie
សេទោ,seɛtoo
ប្រតិភូ,prɑteʔpʰuu
ត្បៀត,tbiət
ហេង,heɛŋ
ជ្រាក,criek
ភ្នក,pnɔɔk
ប្រទូស្ត,prɑtuuh
ព្រះធរណី,preah tʰɔɔrənii
ឡាំ,lam
រដ្ឋលេខាធិការ,roattʰaʔleekʰaatʰiʔkaa
ងប់,ŋup
ស្វា,svaa
មហាសង្ក្រាន្ត,meaʔhaasɑŋkraan
អាត្ម,ʔaatmaʔ
ភ័ព្វ,pʰoap
អេប,ʔeɛp
គល់,kʊəl
ទស្សនវិទូ,tʊəhsaʔnaʔviʔtuu
អាណោច,ʔaanaoc
ធន,tʰʊən
រុន,run
ស្រវឹង,srɑvǝŋ
ស្រុស,sroh
ប្រខាំ,prɑkʰam
គ្រាម,kriem
ក្រអៅ,krɑʔav
រំលែក,rumlɛɛk
ខ្យង,kyɑɑŋ
សស្លើត,sɑslaət
រំងាស់,rumŋoah
សៃយ,say
ប៉ើង,paəŋ
កំពប់,kɑmpup
ខន់,kʰɑn
ទោល,tool
គឹល,kɨl
ខិម,kʰəm
ធម្មទាន,tʰoammeaʔtien
រូ,ruu
សាវឡឹក,saav lək
រូតរះ,ruut-reah
បាក់,bak
ពុទ្ធបរិស័ទ,puttʰeaʔbɑɑreʔsat
សើរើ,saǝ-rǝǝ
អង្គការ,ʔɑŋkaa
ឋានន្តរ,tʰaanɑntaʔraʔ
រដ្ឋប្បវេណី,roattʰappaʔveenii
ក្រឡាបញ្ជី,krɑlaa bɑɲcii
របេះ,rɔbeh
ពំនូក,pumnuuk
ឆូត,cʰoot
ពន្លឹក,pʊənlɨk
ត្រៈ,traʔ
ស្ទេញ,stɨɲ
ជំនិះ,cumnih
អាណត្ត,ʔaanat
ពាង,pieŋ
កំលា,kɑmlaa
ចៃ,cay
ផូង,pʰooŋ
ចំពូក,cɑmpuuk
ខ្សឺត,ksəət
អុកឡុក,ʔok-lok
រនោង,rɔnooŋ
បន្សុទ្ធ,bɑnsot
ចន្ទាស់,cɑntoah
ស្លាកស្នាម,slaak snaam
ហរិ,haʔriʔ
ឧសា,ʔuʔsaa
ជ្រូក,cruuk
ចំណែក,cɑmnaek
ទឹង,tɨŋ
ខ្ពុរមាត់,kʰpul moat
ឈ្លប,clɔɔp
បេង,beɛŋ
ត្រួសត្រាយ,truəh-traay
ប៉ាច់,pac
សង្សារ,sɑŋsaa
កិត្តិយស,ketteʔyʊəh
ឆ្មារ,cmaa
ក្អេង,kʔeɛŋ
កណ្ដាស់,kɑndah
គំនុំ,kumnum
ព្នង,pnɔɔŋ
ស្ដន,sdɑn
ផ្អែក,pʔaek
ឈុត,cʰut
ពួយ,puəy
រពុយ,rɔpuy
ធម្មិក,tʰoammɨk
ជរាពាធ,ceaʔriepiet
រលះ,rɔleah
រំលើង,rumləəŋ
ពោះវៀន,pʊəh viən
ជំនួន,cumnuun
ចើក,caək
ឫសដូង,rɨh dooŋ
បណ្ដែត,bɑndaet
ធូរ,tʰuu
អព្ភូត,ʔappʰuut
ល្វឹងល្វើយ,lnɨŋ-lvǝǝy
ថយ,tʰɑɑy
ព័រ,poa
មហា,meaʔhaa
ព្រះខ័នរាជ្យ,preah kʰanriec
ង៉ាំ,ŋam
គ្នេរ,knee
យោជក,yooceak
ឃោសនា,kʰoosnaa
ខ្ពង់រាប,kpʊəŋ-riep
គណៈកម្មការ,keaʔnaʔkammaʔkaa
មំសំ,meaŋseaŋ
ភេរវជន,pʰeereaʔveaʔcʊən
ទទើស,tɔtəəh
ប្លប់,plɑp
ផ្គូផ្គង,pkuu pkɔɔŋ
ខ្ចៅ,kcav
ស្រ,sraa
បារាំ,baaram
សមាជិក,saʔmaacɨk
ផ្លាញ,plaaɲ
ឃ្លុប,klup
ស្រាប,sraap
ទ្វី,tvii
ឆាយាលក្ស,cʰaayaaleak
បូជនិយកិច្ច,pooceaʔniiyeaʔkəc
អាក្រាត,ʔaakraat
បន្ទាយ,bɑntiey
ឃុំ,kʰum
ទិនករ,tiʔneaʔkɑɑ
ដង្កូវ,dɑŋkəv
ទំពា,tumpie
ហ៊ុម,hum
បវេណី,paʔveenii
ភ្លើ,pləə
អាវ,ʔaav
ផ្នូក,pnook
ប្រៃសណីយ៍,praysaʔnii
ងងល់,ŋɔŋʊəl
មាឌ,miet
ល្បង,lbɑɑŋ
ទិព្វវិមាន,tippeaʔviʔmien
អនុជ,ʔaʔnoc
តយ,tɑɑy
រន្ទះ,rʊənteah
ញី,ɲii
គិលានុបដ្ឋាយិកា,kiʔlienuʔpattʰaayiʔkaa
ស្មើ,smaǝ
គុណភាព,kunaʔpʰiep
ប្រជ្រុយ,prɑcruy
ស្ទួន,stuǝn
ដំឡូង,dɑmlooŋ
ហាម,haam
ម្នេញ,mnɨɲ
បួស,buəh
ត្របក,trɑbɑɑk
ព្រួយ,pruəy
ជីរ,cii
រំពាត់,rumpoat
ស្វាន,svaan
សម្រេង,sɑmreɛŋ
ស្គន់,skɔǝn
ស្គរ,skɔɔ
ប៉ិន,pən
បរិមណ្ឌល,paʔreʔmʊəndʊəl
ប្រជានុរាស្ត្រ,prɑcienuʔrieh
ម្ដា,mdaa
ខាប,kʰaap
ម៉ាត់,mat
ច្រំ,cram
សារាណីយ,saaraanǝy
វល់,vʊəl
វិប្បដិសារី,vippaʔdeʔsaarǝy
សង្ខុញ,sɑŋkʰoɲ
ថាមពល,tʰaamaʔpʊəl
ដោះ,dɑh
បន្ទើរ,bɑntəə
លម,lɔɔm
រំងក,rumŋɔɔk
បញ្ចើ,bɑɲcaə
ទារុណ,tierun
ឃ្នាង,knieŋ
ផាង,pʰaaŋ
រុក,ruk
កាមាវចរ,kaamaaveaʔcɑɑ
ឫក្ស,rɨk
ថ្មើរជើង,tmaə cəəŋ
របរ,rɔbɑɑ
រ៉េវ,reɛv
រង្គើ,rʊəŋkəə
បង្ហៀរ,bɑŋhiə
បន្ទោះ,bɑntʊəh
សំណូម,sɑmnoom
ស៊ីញេ,siiɲeɛ
ចលាចល,cɑlaacɑl
ប្រតិស្ឋាន,prɑdəstʰaan
គាវ,kiev
យីន,yɨɨn
ចែត,caet
ពិភាក្សា,piʔpʰieksaa
ប្រពន្ធ,prɑpʊən
ស្លាក់,slak
ពោធិសត្វ,pootʰiʔsat
ប្រយ័ត្នប្រយែង,prɑyat-prɑyaeŋ
ប្រសូតិ,prɑsoot
ក្រសោប,krɑsaop
រលំ,rɔlum
ចំពួក,cɑmpuək
ទ្រេល,treel
វង់ក្រចក,vɔǝŋ krɑcɑɑk
ជីក,ciik
កតញ្ញូតា,kaʔtaɲɲuʔtaa
ហោរ,hao
ស្អេក,sʔeek
បង្កាច់,bɑŋkac
ធ្នះ,tneah
ក្រមៅ,krɑmav
មៀម,miəm
បោក,baok
ទោសោ,toohsao
កល្បាវសាន,kɑlpaaveaʔsaan
ពលំ,peaʔleaŋ
ប្រាណ,praan
ជុច,cuc
វេទយិត,veeteaʔyit
ប្រព្រឹត្តិ,prɑprɨt
ល្ហក,lhɑɑk
តាន,taan
កុប្បកម្ម,koppaʔkam
គគីរ,kɔkii
ឈ្លានពាន,clien-pien
បោង,baoŋ
សង្កៀត,sɑŋkiət
បញ្ជោះ,bɑɲcʊək
ភ្ជុំបិណ្ឌ,pcum-ben
ទេសចរ,teehsaʔcɑɑ
អក្សរ,ʔaksɑɑ
អស្តា,ʔahsdaa
វៀរ,viə
ទ្រូង,truuŋ
អគារ,ʔaʔkie
ធួ,tʰuə
សំយាប,sɑmyaap
ពុទ្ធានុញ្ញាត,puttʰienuɲɲaat
កុឡា,koʔlaa
វិស្វករ,vihsvaʔkɑɑ
ផាវ,pʰaav
ននល,nɔnɔɔl
គ្រាក,kriek
ផ្ទី,ptii
ក្រឡោត,krɑlaot
អែ,ʔae
ជាស,cieh
ភ្ជាប់,pcoap
គ្រុប,krup
ប្រទាញ,prɑtieɲ
ផាសុកភាព,pʰaasoʔkaʔpʰiep
ច្រូង,crooŋ
ភ្លុង,pluŋ
អបលោក,ʔaʔpaʔlaok
មហាត,meaʔhaat
ក្វែន,kvaen
ដាំ,dam
គោចរ,koocɑɑ
លាក់,leak
ហ៊ុត,hut
ស្រ៊ឹប,srɨp
បាគង,baa kɔɔŋ
ខារ,kʰaa
សុពល,soʔpʊəl
អធ្យោគ,ʔattyook
អាធម្ម,ʔaatʰoam
រួល,ruəl
បំផុង,bɑmpʰoŋ
ផែនទី,pʰaen tii
បន្ទោស,bɑntooh
ទីទ័ល,tiitoal
ជលធី,ceaʔleaʔtʰii
សហស្ស,saʔhahsaʔ
បារាយណ៍,baaraay
និមួយ,niʔmuəy
ឥទ្ធិ,ʔettʰiʔ
គត់,kʊət
លសិកា,leaʔseʔkaa
ចាប,caap
សុញ,soɲ
គៃ,key
ឱកាស,ʔaokaah
វះ,veah
ក្លែប,klaep
ណឹង,nəəŋ
អង្ករ,ʔɑŋkɑɑ
រ៉,rɑɑ
វត្តមាន,voattaʔmaan
ភារ,pʰie
ទីឃនិកាយ,tiikʰeaʔniʔkaay
នរេសូរ,nɔreesoo
ទូក,tuuk
ក្រី,krəy
ពុទ្ធសាសនិក,puttʰeaʔsahsaʔniʔkaʔ
ជីតា,cii taa
ទោស័ក,toosak
មហាវិទ្យាល័យ,meaʔhaavityielay
សម្ពុទ្ធ,samput
ក្មេក,kmeɛk
នឿយ,nɨəy
ចរចា,cɑɑ caa
ពោល្យំ,poolyum
ហែង,haeŋ
សៀត,siǝt
ភោជនាហារ,pʰooceaʔniehaa
ដូន,doon
សេ,seɛ
ប្រៃសណីយបត្រ,praysaʔniibat
តម្ពែក,tɑmpɛɛk
រលក,rɔlɔɔk
ដកម៉ៃ,dɑɑk may
ការី,kaarəy
បែន,baen
ពិស,pɨh
ល្វីង,lviiŋ
កាចា,kaacaa
ត្រៀប,triəp
យុត្តិធម៌,yutteʔtʰoa
ទម្លុះ,tumluh
ផ្សង,psɑɑŋ
សើម,saǝm
ថ្កាន,tkaan
សមត្ថ,saʔmattʰaʔ
ស្មាធិ៍,smaat
ប្រជាជន,prɑciecʊən
សមត្ត,saʔmat
យោគ,yook
និវត្តន៍,niʔvoat
ញក,ɲɔɔk
សាំញ៉ាំ,sam-ɲam
រឿយ,rɨəy
ជំនួយ,cumnuəy
ខាន់ស្លាក់,kʰan slak
បង្ហាញ,bɑŋhaaɲ
រងៃ,rɔŋey
រន្ថាន់,rʊəntʰan
អ៊ីដ្រូហ្សែន,ʔiidrooaen
ហូប,hoop
ក្រញាង,krɑɲaaŋ
បញ្ជាប់,bɑɲcoap
អាធ័ម,ʔaatʰoam
អបាយមុខ,ʔaʔbaayaʔmuk
អត្តឃាត,ʔattaʔkʰiet
រវើក,rɔvəək
បង្រុះ,bɑŋroh
ម្រោម,mroom
រួបរឹត,ruəp-rɨt
រត់,rʊət
ធនាគារិក,tʰeaʔniekierɨk
អវគ្គ,ʔaʔveak
សែត,saet
ទំនឹម,tumnɨm
អនេក,ʔaʔnaek
ក្បុស,kboh
ថែវ,tʰaev
កំរ,kɑmrɑɑ
ឃោស,kʰoosaʔ
ឧកញ៉ា,ʔokɲaa
កម្ពុជ,kampuc
បញ្ឈឺ,bɑɲcʰɨɨ
ដកទង,dɑɑk tɔɔŋ
បុត្រី,boʔtrəy
សុក,sok
ជំរៅ,cumrɨv
សរីរាង្គ,saʔrəyrieŋ
ការិយាល័យ,kaariʔyaalay
សង្កា,sɑŋkaa
លំនាំ,lumnoam
នែក,nɛɛk
ច្បាប់ស្រី,cbap srəy
ខ្សាច់,ksac
ទូរលេខ,tuureaʔleek
ឋបនីយ,tʰaʔpaʔnəy
សាណ,saan
ហត្ថលេខី,hattʰaʔleekʰǝy
រីក,riik
និយោជក,niʔyoocʊək
ថ្ករ,tkɑɑ
លុន,lun
រហស្សនាម,reaʔhahsaʔniem
ផ្ចង់,pcɑŋ
ចម្បង,cɑmbɑɑŋ
វិភាគទាន,viʔpʰiekeaʔtien
ឯកា,ʔaekaa
ភេត្រា,pʰeetraa
អនុលោម,ʔaʔnuʔlaom
យោល,yool
អាគម,ʔaakum
សណ្ឋាគារ,sɑntʰaakie
ប្រចាក់,prɑcak
ច្រិមច្រុម,crəm-crom
ទម្រន់,tumrʊən
កន្ធាត់,kɑntʰoat
ធុរៈ,tʰuʔreaʔ
ខ្សឹប,ksəp
ស្រលៀង,srɑliəŋ
មហារាជ,meaʔhaariec
អភិវឌ្ឍន៍,ʔaʔpʰiʔvoat
មេម៉ាយ,mee maay
វាយនភណ្ឌ,vieyeaʔneaʔpʰoan
ថ្នាក់ថ្នម,tnak-tnɑɑm
ក្រេប,kreɛp
មិគ,mɨk
ហារ,haa
ទរ,tɔɔ
រវាង,rɔvieŋ
ប្រួម,pruəm
វេលា,veelie
ស្ទួយ,stuǝy
ផ្សែផ្សំ,psae-psɑm
គ្រួសារ,kruəsaa
អន្តរកាល,ʔɑntaʔraʔkaal
រៀង,riəŋ
រំលឹក,rumlɨk
អត្ថាធិប្បាយ,ʔattʰaatʰipbaay
ប្រហិត,prɑhət
គក់,kʊək
គិលានសង្គ្រោះ,kiʔliensankrʊəh
ដៃស្វា,day svaa
រាជោវាទ,riecooviet
ថ្លើង,tlaəŋ
ទង្គឹះ,tʊəŋkɨh
ម្ជុល,mcul
ចំរុង,cɑmroŋ
ស្អាប់,sʔap
សូរេច,soorac
មុម,mum
ច្បិច,cbəc
វិច្ឆិកា,vɨccʰeʔkaa
រង្គាត់,rʊəŋkoat
កត្តិក,katdək
ហែ ៗ,hae-hae
ផាត់,pʰat
គរ,kɔɔ
ព្រៃនគរ,prey nɔɔkɔɔ
សូម,soom
ហែល,hael
បបែល,bɑbael
ពិសី,piʔsəy
ស្តែក,staek
ពន,pɔɔn
ខាប់,kʰap
អន្តររដ្ឋាភិបាល,ʔɑntaʔraʔroattʰaapʰiʔbaal
គារវៈ,kiereaʔveaʔ
ឋានានុក្រម,tʰaanaanuʔkrɑm
ភុល,pʰul
សូលី,soolǝy
ក្រយៅ,krɑyav
ហ៊ឹកហ៊ាក់,hɨk-heak
ពម,pɔɔm
ស្បៃ,sbay
ត្រង,trɑɑŋ
ល្គាយ,lkiey
សាមាន្យ,saamaan
រពឹស,rɔpɨh
មីន,miin
ចីរភាព,ceɛreaʔpʰiep
អង្កាំ,ʔɑŋkam
កាតព្វកិច្ច,kaatappeaʔkəc
ពង់,pʊəŋ
ជ្រើម,crəəm
៖,:
ជើងដៃ,cəəŋ day
រាវ,riev
សំណើ,sɑmnaə
មឿង,mɨəŋ
ផើម,pʰaəm
អប្រិយ,ʔaʔprǝyyeaʔ
តៀម,tiəm
គ្មាន,kmien
បួរ,buə
មិល្លីម៉ែត្រ,millii-maet
អង្កាល,ʔɑŋkaal
មិស្ស,mihsaʔ
ស្រួល,sruǝl
មាត្រ,miet
ឆ្វាក់,cvak
ចម្កួត,cɑmkuət
ឆៀប,cʰiəp
រួចរាល់,ruəc-roal
ដង,dɑɑŋ
បណ្ដឹង,bɑndəŋ
មហិមា,meaʔheʔmie
គាប់,koap
ចំអាប,cɑmʔaap
នរោត្តម,nɔɔroodɑm
ថ្ងាស,tŋah
និករ,niʔkɑɑ
ចំអាស,cɑmʔaah
ពងមាន់,pɔɔŋ moan
ស្នេហ៍,snae
ខក,kʰɑɑk
អភិជន,ʔaʔpʰiʔcʊən
ប្រាសាទ,praasaat
ចំណូល,cɑmnool
ធ្វើ,tvəə
សណ្ដោង,sɑndaoŋ
បាតុភូត,paatoʔpʰuut
ឆ្លេឆ្លា,cleɛ-claa
កន្លះ,kɑnlah
ទ្រមក់,trɔmʊək
កិត,kət
អសនី,ʔaʔsaʔnii
សង្ឃឹក,sɑŋkʰɨk
សកម្ម,saʔkam
សង្កត់,sɑŋkɑt
បួល,buəl
ល្បាប់,lbap
អង្គើយ,ʔɑŋkəəy
អភ័យ,ʔaʔpʰey
បែប,baep
អន្តោ,ʔɑntao
ប្រថុយ,prɑtʰoy
ទ្រព្យា,troappyie
សិល្ប,səlləpaʔ
អាយ,ʔaay
អាចម,ʔaacɑm
ត្បាល់,tbal
រាសី,riesəy
រំលោភ,rumloop
រតិ,reaʔteʔ
ប្រសាសន៍,prɑsaah
សុ. ចិ. បុ. លិ,soʔ-ceʔ-poʔ-liʔ
ទិច,tɨc
សំពៅ,sɑmpɨv
ក្រវើន,krɑvaən
ប៉ោម,paom
វិវិត្ត,viʔvittaʔ
ថ្លោះ,tlɑh
ភូមិបាល,pʰuumiʔbaal
ម្នា,mnie
ទម្ងន់,tumŋʊən
ជីវគីមី,ciiveaʔkiimii
ស្មៀន,smiǝn
ត្រា,traa
ខ្ទរ,ktɔɔ
ក្រេស,kreɛh
យឹត,yɨt
ឆែម,cʰaem
ពើប,pəəp
រំលៀក,rumliək
បង់,bɑŋ
មគ្គនាយក,meakkeaʔnieyʊək
ឧបសម្ប័ទ,ʔuʔpaʔsɑmbat
ឧទ្ទាម,ʔuttiem
ធ្មេញ,tmɨɲ
ចំណី,cɑmnəy
ប្រណិប័តន៍,prɑneʔbat
រ៉ស់,rɑh
សម្បាច់,sɑmbac
លៀម,liǝm
បន្ទច់,bɑntʊəc
អស្ថេរភាព,ʔaʔstʰeɛreaʔpʰiep
ក្រាញ់,kraɲ
ឆែប,cʰaep
ប្រវឹក,prɑvɨk
សារពើ,saarapǝǝ
ទៀង,tiəŋ
