orth,pron_no_tones,pron_with_tones
ພິພາດ,pʰipʰaːt,pʰi˧pʰaːt˥˨
ເຫິງ,həŋ,həŋ˩˧
ລົວ,luaː,luaː˧˥
ວ້ຳ,wam,wam˥˨
ທຽວ,tʰiaːw,tʰiaːw˧˥
ໄດ້ຟັງ,dajfaŋ,daj˥˨faŋ˧˥
ຈັດພິມ,t͡ɕatpʰim,t͡ɕat˧˥pʰim˧˥
ໂມກ,moːk,moːk˥˨
ກະດໍ້,kadɔː,ka˧˥dɔː˧˥
ສັງຫານ,saŋhaːn,saŋ˩˧haːn˩˧
ທະ,tʰa,tʰa˧
ຮຽວ,hiaːw,hiaːw˧˥
ເຮືອງ,hɯːə̯ŋ,hɯːə̯ŋ˧˥
ໂຮງກະບອງ,hoːŋkabɔːŋ,hoːŋ˧˥ka˧˥bɔːŋ
ຫນ້າເອິກ,naːək,naː˧˩ək˧˥
ໂພນ,pʰoːn,pʰoːn˧˥
ຫົວຂໍ້,huaːkʰɔː,huaː˩˧kʰɔː˧˩
ເລືອດ,lɯːə̯t,lɯːə̯t˥˨
ອ້ຽງ,iaːŋ,iaːŋ˥˨
ໃຫ້ທັນ,hajtʰan,haj˧˩tʰan˧˥
ຮົກ,hok,hok˧
ລຸກລາມ,luklaːm,luk˧laːm˧˥
ຈິດຕະວິທະຍາ,t͡ɕittawitʰaɲaː,t͡ɕit˧˥ta˧˥wi˧tʰa˧ɲaː˧˥
ຍົກເລີກ,ɲokləːk,ɲok˧ləːk˥˨
ປາກ,paːk,paːk˧˩
ຂູ,kʰu,kʰu˧˥
ສຽງ,siaːŋ,siaːŋ˩˧
ຄີ,kʰiː,kʰiː˧˥
ມົ້ວ,muaːtɛː,muaː˧˥tɛː˧
ຄວາມຫລົງ,kʰwaːmloŋ,kʰwaːm˧˥loŋ˩˧
ອາຊ,ɯːə̯ŋsoppet,ɯːə̯ŋ˥˨sop˧˥pet˧˥
ປາກົດ,paːkot,paːkot˧˥
ວິໄສ,wisaj,wi˧saj˩˧
ບົນ,bon,bon
ວິວັດທະນາ,wiwattʰanaː,wi˧wat˧tʰa˧naː˧˥
ຮຸກ,huk,huk˧
ອາຊາ,aːsaː,aːsaː˧˥
ອັນເຊີນ,ansəːn,ansəːn˧˥
ເນືອ,nɯːə̯,nɯːə̯˥˨
ຕ້ອງຕິ,tɔːŋti,tɔːŋ˥˨ti˧˥
ພະຫັດ,pʰahat,pʰa˧hat˧˥
ອົມ,om,om
ພັດສະດຸ,pʰatsadu,pʰat˧sa˧˥du˧˥
ເນື່ອງ,nɯːə̯ŋ,nɯːə̯ŋ˧
ຄົນຮັກ,kʰonhak,kʰon˧˥hak˧
ເຕົ້ານ້ຳຊາ,taonamsaː,tao˥˨nam˥˨saː˧˥
ຢໍ້າ,jam,jam˥˨
ແຊບ,sɛːp,sɛːp˥˨
ບໍ່ສູ້,bɔːsuː,bɔː˧suː˧˩
ບໍ່ສິ້ນສຸດ,bɔːsinsut,bɔː˧sin˧˩sut˧˥
ປ່ຽວ,piaːw,piaːw˧
ຍຸກ,ɲuk,ɲuk˧
ຕາດິນ,taːdin,taːdin
ກ່ອງ,kɔːŋ,kɔːŋ˧
ເຂົ້າພັນສາ,kʰaopʰansaː,kʰao˧˩pʰan˧˥saː˩˧
ຄູນ,kʰuːn,kʰuːn˧˥
ແວະ,wɛ,wɛ˧
ຣະນະ,rana,ra˧na˧
ປີດ,piːt,piːt˧˩
ເຫງົາ,ŋao,ŋao˩˧
ຫວງ,huaːŋ,huaːŋ˩˧
ມັກຈະ...ສ່ວນມາກ,makt͡ɕa...suaːnmaːk,mak˧t͡ɕa˧˥...suaːn˧maːk˥˨
ເຂົ້າເຝົ້າ,kʰaofao,kʰao˧˩fao˧˩
ຫວ້າງ,waːŋ,waːŋ˧˩
ຕະນຸ,tanu,ta˧˥nu˧
ການເຊີດຊູ,kaːnsəːtsuː,kaːnsəːt˥˨suː˧˥
ໄຖ່,tʰaj,tʰaj˧
ແຄມ,kʰɛːm,kʰɛːm˧˥
ໃຊ້ໄປ,sajpaj,saj˥˨paj
ມະນີລາ,maniːlaː,ma˧niː˧˥laː˧˥
ຊ້ວນ,suaːn,suaːn˥˨
ລິງ,liŋ,liŋ˧˥
ສັນຍາລັກ,sanɲaːlak,san˩˧ɲaː˧˥lak˧
ອາລະວາດ,aːlawaːt,aːla˧waːt˥˨
ລ້າງສມອງ,laːŋsamɔːŋ,laːŋ˥˨sa˧˥mɔːŋ˩˧
ນາວ,naːo,naːo˧˥
ກົມ,kom,kom
ຕິດຄຸກ,titkʰuk,tit˧˥kʰuk˧
ລະນາດ,lanaːt,la˧naːt˥˨
ຈຳນຳພັນສາ,t͡ɕamnampʰansaː,t͡ɕamnam˧˥pʰan˧˥saː˩˧
ສະມາທິ,samaːtʰi,sa˧˥maː˧˥tʰi˧
ຍູທ່າງ,ɲuːtʰaːŋ,ɲuː˧˥tʰaːŋ˧
ເຕິ,tə,tə˧˥
ການປາດ,kaːnpaːt,kaːnpaːt˧˩
ເນືອງ,nɯːə̯ŋ,nɯːə̯ŋ
ບໍ່ພຽງພໍ,bɔːpʰiaːŋpʰɔː,bɔː˧pʰiaːŋ˧˥pʰɔː˧˥
ລໍ່ແຫລມ,lɔːlɛːm,lɔː˧lɛːm˩˧
ຍວນ,ɲuaːn,ɲuaːn˧˥
ນິລະ,nila,ni˧la˧
ສິລ,suaːm,suaːm˧˩
ເລວ,leːw,leːw˧˥
ຄວາມອ່ອນຫວານ,kʰwaːmɔːnwaːn,kʰwaːm˧˥ɔːn˧waːn˩˧
ອັກ,ak,ak˧˥
ຫນາດ,naːt,naːt˧˩
ແຕ່,tɛː,tɛː˧
ທົ້ນ,tʰon,tʰon˥˨
ຜູ້ຊະນະ,pʰuːsana,pʰuː˧˩sa˧na˧
ວໍ,wɔː,wɔː˧˥
ກຽງ,kiaːŋ,kiaːŋ
ຜ່ອງ,pʰɔːŋ,pʰɔːŋ˧
ອຸນາ,unaː,u˧˥naː˧˥
ນີຣະ,niːra,niː˧˥ra˧
ຖືກໃຈ,tʰɯːkt͡ɕau,tʰɯːk˧˩t͡ɕau
ທ່ອງ,tʰɔːŋ,tʰɔːŋ˧
ເກ,keː,keː
ລັກຂະ,lakkʰa,lak˧kʰa˧˥
ແປ,pɛ,pɛ
ຕົບ,top,top˧˥
ໄດ້ຍ້ອນ,dajɲɔːn,daj˥˨ɲɔːn˥˨
ອັນຊະລີ,ansaliː,ansa˧liː˧˥
ເຂົ້າຕາ,kʰaotaː,kʰao˧˩taː
ນະວະ,nawa,na˧wa˧
ຊຳ,sam,sam˧˥
ພຽງພໍ,pʰiaːŋpʰɔː,pʰiaːŋ˧˥pʰɔː˧˥
ສຸດໃຈ,sutt͡ɕaj,sut˧˥t͡ɕaj
ເຂົ້າຄອງ,kʰaokʰɔːŋ,kʰao˧˩kʰɔːŋ˧˥
ປຶ້ມ,pɯm,pɯm˥˨
ນິມົນ,nimon,ni˧mon˧˥
ກາບ,kaːp,kaːp˧˩
ອາ,aː,aː
ກະເສີມ,kaseːm,ka˧˥seːm˩˧
ເຂົ້າຫມໍ້,kʰamɔː,kʰa˧˩mɔː˧˩
ຄຳສັບ,kʰamsap,kʰam˧˥sap˧˥
ກາວ,kaːo,kaːo
ພົວພັນ,pʰuaːpʰan,pʰuaː˧˥pʰan˧˥
ລັດດາ,latdaː,lat˧daː
ຄຸ່ນ,kʰun,kʰun˧
ວັດຕະ,watta,wat˧ta˧˥
ຂອງຕ້ອນ,kʰɔːŋtɔːn,kʰɔːŋ˩˧tɔːn˥˨
ຮື,hɯː,hɯː˧˥
ພະອົງ,pʰaoŋ,pʰa˧oŋ
ເພັດ,pʰet,pʰet˧
ຢ່າງ,jaːŋ,jaːŋ˧
ອຸທິດ,utʰit,u˧˥tʰit˧
ຍານ,ɲaːn,ɲaːn˧˥
ຄວາມແຈບ,kʰwaːmt͡ɕɛːp,kʰwaːm˧˥t͡ɕɛːp˧˩
ສຶກ,sik,sik˧˥
ສອນ,sɔːn,sɔːn˩˧
ຄວາມເຊື່ອ,kʰwaːmsɯːə̯,kʰwaːm˧˥sɯːə̯˧
ມັສ,muaːŋmɛːŋwan,muaːŋ˧mɛːŋ˧˥wan˧˥
ບົກພ່ອງ,bokpʰɔːŋ,bok˧˥pʰɔːŋ˧
ກຶງ,kɯŋ,kɯŋ
ຊຸມ,sum,sum˧˥
ແຕ່ງຕັ້ງ,tɛːŋtɛːŋ,tɛːŋ˧tɛːŋ˧
ໃຫ້ເຊົ່າ,hajsao,haj˧˩sao˧
ເຊືອບ,sɯːə̯p,sɯːə̯p˥˨
ສາດສະດາ,saːtsadaː,saːt˧˩sa˧˥daː
ເຊ,seː,seː˧˥
ກີບ,kiːp,kiːp˧˩
ປະດິດ,padit,pa˧˥dit˧˥
ຖອນໃຈ,tʰɔːnt͡ɕaj,tʰɔːn˩˧t͡ɕaj
ສວມ,suaːm,suaːm˩˧
ເທາະ,tʰɔ,tʰɔ˧
ອັນຄວນ,ankʰuaːn,ankʰuaːn˧˥
ເພື່ອນ,pʰɯːə̯n,pʰɯːə̯n˧
ບໍ່ຫົວຊາ,bɔːhuaːsaː,bɔː˧huaː˩˧saː˧˥
ດຶກດຳບັນ,dɯkdamban,dɯk˧˥damban
ການຈະນາ,kaːnt͡ɕanaː,kaːnt͡ɕa˧˥naː˧˥
ຕໍ້,tɔː,tɔː˥˨
ໃຈ,t͡ɕaj,t͡ɕaj
ຈອນ,t͡ɕɔːn,t͡ɕɔːn
ໂກສົນ,koːson,koːson˩˧
ລຳດັບ,lamdap,lam˧˥dap˧˥
ລາກ,laːk,laːk˥˨
ຈັນຍາ,t͡ɕanɲaː,t͡ɕanɲaː˧˥
ມະໂຫລານ,mahoːlaːn,ma˧hoː˩˧laːn˧˥
ອາຈານ,aːt͡ɕaːn,aːt͡ɕaːn
ຕ້ອມ,tɔːm,tɔːm˥˨
ຜູ້ຍິງ,pʰuːɲiŋ,pʰuː˧˩ɲiŋ˧˥
ຝິ່ນ,fin,fin˧
ສອບ,sɔːp,sɔːp˧˥
ນ້ຳມັນ,namman,nam˥˨man˧˥
ປາງ,paːŋ,paːŋ
ສະຖິຕິ,satʰiti,sa˧˥tʰi˧˥ti˧˥
ພາດ,pʰaːt,pʰaːt˥˨
ເວ,weː,weː˧˥
ທວນ,tʰuaːn,tʰuaːn˧˥
ຈ້າວ,t͡ɕaːo,t͡ɕaːo˥˨
ຫນ້າຮ້ານ,naːhaːn,naː˧˩haːn˥˨
ນິ້ງ,niŋ,niŋ
ປະຍຸກ,paɲuk,pa˧˥ɲuk˧
ຫວ່າ,waː,waː˧
ກິຕິມະສັກ,kitimasak,ki˧˥ti˧˥ma˧sak˧˥
ຖ້ຳ,tʰam,tʰam˧˩
ຈິຕ,t͡ɕuaːt,t͡ɕuaːt˥˨
ສັນຕະ,santa,san˩˧ta˧˥
ວັນ,wan,wan˧˥
ເທສນາ,tʰeːtsanaː,tʰeːt˥˨sa˧˥naː˩˧
ຊໍ,sɔː,sɔː˧˥
ຖ້າ,tʰaː,tʰaː˧˩
ການຈຳກັດ,kaːnt͡ɕamkat,kaːnt͡ɕamkat˧˥
ທາງວາຈາ,tʰaːŋwaːt͡ɕaː,tʰaːŋ˧˥waː˧˥t͡ɕaː
ໂຄຕະ,kʰoːta,kʰoː˧˥ta˧˥
ການພິມ,kaːnpʰim,kaːnpʰim˧˥
ຄຸບ,kʰup,kʰup˧
ວະນາ,wanaː,wa˧naː˧˥
ຕຸດ,tut,tut˧˥
ສະໂກ,sakoː,sa˧˥koː
ວະຣະ,wara,wa˧ra˧
ທໍ້ໃຈ,tʰɔːt͡ɕaj,tʰɔː˥˨t͡ɕaj
ຮາກ,haːk,haːk˥˨
ຜູ້ມີສິດ,pʰuːmiːsit,pʰuː˧˩miː˧˥sit˧˥
ສິງຄະໂປ,siŋkʰapoː,siŋ˩˧kʰa˧poː
ຂັຍ,kʰuaːŋ,kʰuaːŋ˧˩
ສັ່ນ,san,san˧
ຄວາມສົງໃສ,kʰwaːmsoŋsaj,kʰwaːm˧˥soŋ˩˧saj˩˧
ພັດຖິ່ນ,pʰattʰin,pʰat˧tʰin˧
ອາຣັກຂາ,aːrakkʰaː,aːrak˧kʰaː˩˧
ສາຄອນ,saːkʰɔːn,saː˩˧kʰɔːn˧˥
ໃຊ້,saj,saj˥˨
ສັບພະຄຸນ,sappʰakʰun,sap˧˥pʰa˧kʰun˧˥
ຫວດ,huaːt,huaːt˧˩
ທາດ,tʰaːt,tʰaːt˥˨
ຕັກແຕນ,taktɛːn,tak˧˥tɛːn
ໂພງ,pʰoːŋ,pʰoːŋ˧˥
ແດງ,dɛːŋ,dɛːŋ
ເປັນສ່ວນ,pensuaːn,pensuaːn˧
ລົງ,loŋ,loŋ˧˥
ມຸດ,mut,mut˧
ຕຸ່ມ,tum,tum˧
ດຸນ,dun,dun
ບູຣະພາ,buːrapʰaː,buːra˧pʰaː˧˥
ເປັນພຽງ...ນັ້ນເອງ,penpʰiaːŋ...naneːŋ,penpʰiaːŋ˧˥...nan˥˨eːŋ
ເບື່ອ,bɯːə̯,bɯːə̯˧
ໂຂນ,kʰoːn,kʰoːn˩˧
ບັນນະ,banna,banna˧
ການປູກຝັງ,kaːnpuːkfaŋ,kaːnpuːk˧˩faŋ˩˧
ສາມັກຄີ,saːmakkʰiː,saː˩˧mak˧kʰiː˧˥
ຣາມັນ,raːman,raː˧˥man˧˥
ມັດທະຍົມ,mattʰaɲom,mat˧tʰa˧ɲom˧˥
ຮົມ,hom,hom˧˥
ສືບຕໍ່ໄປ,sɯːptɔːpaj,sɯːp˧˩tɔː˧paj
ບໍ່ເຊື່ອ,bɔːsɯːə̯,bɔː˧sɯːə̯˧
ມີຄູ່,miːkʰuː,miː˧˥kʰuː˧
ມີໂຊກ,miːsoːk,miː˧˥soːk˥˨
ຮວດ,huaːt,huaːt˥˨
ປະປາ,papaː,pa˧˥paː
ກິນດອງ,kindɔːŋ,kindɔːŋ
ສະກັດ,sakat,sa˧˥kat˧˥
ສາມພັນ,saːmpʰan,saːm˩˧pʰan˧˥
ທະວານ,tʰawaːn,tʰa˧waːn˧˥
ຖາດ,tʰaːt,tʰaːt˧˩
ທຶບ,tʰɯp,tʰɯp˧
ສະການ,sakaːn,sa˧˥kaːn
ສົງ,soŋ,soŋ˩˧
ສະຖຽນ,satʰiaːn,sa˧˥tʰiaːn˩˧
ຂະຍຸງ,kʰaɲuŋ,kʰa˧˥ɲuŋ˧˥
ໄຮ່,haj,haj˧
ຄົນໂລບ,kʰonloːp,kʰon˧˥loːp˥˨
ວາດສນາ,waːtsanaː,waːt˥˨sa˧˥naː˩˧
ຫຸມ,hum,hum˩˧
ຢຸດ,jut,jut˧˥
ຖືສິນ,tʰɯːsin,tʰɯː˩˧sin˩˧
ພາດພັ້ງ,pʰaːtpʰaŋ,pʰaːt˥˨pʰaŋ˥˨
ຄົນຮູ້,kʰonhuː,kʰon˧˥huː˥˨
ການໄຕ່ສວນ,kaːntajsuaːn,kaːntaj˧suaːn˩˧
ຕໍ່,tɔː,tɔː˧
ພາວ,pʰaːo,pʰaːo˧˥
ສາຣະວັນ,saːrawan,saː˩˧ra˧wan˧˥
ພົດ,pʰot,pʰot˧
ຂອງນັ້ນ,kʰɔːŋnan,kʰɔːŋ˩˧nan˥˨
ຄວາມສຳພັນ,kʰwaːmsampʰan,kʰwaːm˧˥sam˩˧pʰan˧˥
ຫນ້າຕັ້ງ,naːtaŋ,naː˧˩taŋ˥˨
ແຫຍ້,ɲɛː,ɲɛː˧˩
ບຸນນາກ,bunnaːk,bunnaːk˥˨
ຄຳເຕືອນ,kʰamtɯːə̯n,kʰam˧˥tɯːə̯n
ຫນັງ,naŋ,naŋ˩˧
ຢ່າງໃດ,jaːŋdaj,jaːŋ˧daj
ເສື່ອ,sɯːə̯,sɯːə̯˧
ຢູ່,juː,juː˧
ຄ້ອງ,kʰɔːŋ,kʰɔːŋ˥˨
ເງືອກ,ŋɯːə̯k,ŋɯːə̯k˥˨
ຫມັ່ນ,man,man˧
ຫນ້າໄມ້,naːmaj,naː˧˩maj˥˨
ງໍ,ŋɔː,ŋɔː
ແຫລມ,lɛːm,lɛːm˩˧
ຈ້າ,t͡ɕaː,t͡ɕaː˥˨
ຜູ່,pʰuː,pʰuː˧
ສາມປີ,saːmpiː,saːm˩˧piː
ສຳຣວດ,samruaːt,sam˩˧ruaːt˧˩
ໃບພັດ,bajpʰat,bajpʰat˧
ຮຸ້ນ,hun,hun˥˨
ການອຸທິດ,kaːnutʰit,kaːnu˧˥tʰit˧
ບັບພາ,bappʰaː,bap˧˥pʰaː˧˥
ສະຕີ,satiː,sa˧˥tiː
ເຫັນຄຸນ,henkʰun,hen˩˧kʰun˧˥
ໃຫ້ຂາດ,hajkʰaːt,haj˧˩kʰaːt˧˩
ຄຳເກີດ,kʰamkəːt,kʰam˧˥kəːt˧˩
ສັງເຂບ,saŋkʰeːp,saŋ˩˧kʰeːp˧˩
ກົດລະບຽບ,kotlabiaːp,kot˧˥la˧biaːp˧˩
ຕາໄກ່,taːkaj,taːkaj˧
ເລິກ,lək,lək˧
ເຊັກ,sek,sek˧
ໂລມາ,loːmaː,loː˧˥maː˧˥
ເຫລົາ,lao,lao˩˧
ເຂົ້າຮ່ວມ,kʰaohuaːm,kʰao˧˩huaːm˧
ກາລະ,kaːla,kaːla˧
ທອງ,tʰɔːŋ,tʰɔːŋ˥˨
ນິສິດ,nisit,ni˧sit˧˥
ຍາວ,ɲaːo,ɲaːo˧˥
ໄຕ,taj,taj
ຊ່ຽນ,siaːn,siaːn˧
ກາດ,kaːt,kaːt˧˩
ພວນ,pʰuaːn,pʰuaːn˧˥
ລີ,liː,liː˧˥
ຜູ້ເຖົ້າ,pʰuːtʰao,pʰuː˧˩tʰao˧˩
ອົດເອົາ,otao,ot˧˥ao
ສີຕົ້ນ,siːton,siː˩˧ton˥˨
ຫົວໂປ່,huaːpoː,huaː˩˧poː˧
ກັລ,kuaːm,kuaːm
ຫມໍ,mɔː,mɔː˩˧
ອາສະນະ,aːsana,aːsa˧˥na˧
ລາຕິນ,laːtin,laː˧˥tin
ໃຈຄໍ,t͡ɕajkʰɔː,t͡ɕajkʰɔː˧˥
ລັກ,lak,lak˧
ຢຸກຢາ,jukjaː,juk˧˥jaː
ຈັນທັນ,t͡ɕantʰan,t͡ɕantʰan˧˥
ຄວາມຮອບຄອບ,kʰwaːmhɔːpkʰɔːp,kʰwaːm˧˥hɔːp˥˨kʰɔːp˥˨
ຕັກ,tak,tak˧˥
ເປັນຂອງ,penkʰɔːŋ,penkʰɔːŋ˩˧
ບໍຣິສຸດ,bɔːrisut,bɔːri˧sut˧˥
ໂຈມຕີ,t͡ɕoːmtiː,t͡ɕoːmtiː
ນະມະ,nama,na˧ma˧
ວິສະວະ,wisawa,wi˧sa˧˥wa˧
ເອເຊັຽ,eːsiaː,eːsiaː˧˥
ດຽດ,diaːt,diaːt˧˩
ລຳອຽງ,lamiaːŋ,lam˧˥iaːŋ
ຄຸ້ມ,kʰum,kʰum˥˨
ເນີນ,nəːn,nəːn˧˥
ກັນຫາ,kanhaː,kanhaː˩˧
ວຸ້ນ,wun,wun˥˨
ປະສິດ,pasit,pa˧˥sit˧˥
ແຮ້,hɛː,hɛː˥˨
ຢັ່ງ,jaŋ,jaŋ˧
ລີ່,liː,liː˧
ສ່ອງ,sɔːŋ,sɔːŋ˧
ສະຕູ,satuː,sa˧˥tuː
ຫມິ່ນ,min,min˧
ຄວາມປະສົງ,kʰwaːmpasoŋ,kʰwaːm˧˥pa˧˥soŋ˩˧
ໂຮເຕັນ,hoːten,hoː˧˥ten
ເລ້,leː,leː˥˨
ການຕັດສິນ,kaːntatsin,kaːntat˧˥sin˩˧
ພິກ,pʰik,pʰik˧
ວິທີ,witʰiː,wi˧tʰiː˧˥
ພະລາດ,pʰalaːt,pʰa˧laːt˥˨
ຫມູ່,muː,muː˧
ທົ່ວ,tʰuaː,tʰuaː˧
ຜືນ,pʰɯːn,pʰɯːn˩˧
ເກັນ,ken,ken
ບິງ,biŋ,biŋ
ທອດຜ້າປ່າ,tʰɔːtpʰaːpaː,tʰɔːt˥˨pʰaː˧˩paː˧
ແບນ,bɛːn,bɛːn
ກະປິ,kapi,ka˧˥pi˧˥
ມົວ,muaː,muaː˧˥
ຖິ້ມ,tʰim,tʰim˧˩
ນາມບັດ,nambat,nam˧˥bat˧˥
ແປະ,pɛ,pɛ˧˥
ຄວາມຫວັງ,kʰwaːmwaŋ,kʰwaːm˧˥waŋ˩˧
ຫິບ,hip,hip˧˥
ຍູ້,ɲuː,ɲuː˥˨
ວຽນ,wiaːn,wiaːn˧˥
ດາມ,daːm,daːm
ເຄື່ອງຫລິ້ນ,kʰɯːə̯ŋlin,kʰɯːə̯ŋ˧lin˧˩
ໂອໂຕ,oːtoː,oːtoː
ຣັດຕະນະ,rattana,rat˧ta˧˥na˧
ການເປັນຢູ່,kaːnpenjuː,kaːnpenjuː˧
ຊູ,suː,suː˧˥
ກ່າວ,kaːo,kaːo˧
ທໍຣະນີ,tʰɔːraniː,tʰɔː˧˥ra˧niː˧˥
ທ້ອນ,tʰɔːn,tʰɔːn˥˨
ຫວາງ,waːŋ,waːŋ˩˧
ຢັນ,jan,jan
ວິໄນ,winaj,wi˧naj˧˥
ຍັດຕິ,ɲatti,ɲat˧ti˧˥
ກິ້ນ,kin,kin
ແຫ້ງ,hɛːŋ,hɛːŋ˧˩
ຊ້ອມ,sɔːm,sɔːm˥˨
ໃຍ,ɲaj,ɲaj˧˥
ເປັນນິດ,pennit,pennit˧
ກັ້ນ,kan,kan˥˨
ຣຸກຣານ,rukraːn,ruk˧raːn˧˥
ລີລາ,liːlaː,liː˧˥laː˧˥
ສີສະ,siːsa,siː˩˧sa˧˥
ກະດານ,kadaːn,ka˧˥daːn
ຄວາມຈຳເປັນ,kʰwaːmt͡ɕampen,kʰwaːm˧˥t͡ɕampen
ປະຖົມ,patʰom,pa˧˥tʰom˩˧
ຫນ້າສົງສານ,naːsoŋsaːn,naː˧˩soŋ˩˧saːn˩˧
ຫນີ,niː,niː˩˧
ປົດ,pot,pot˧˥
ແຮດ,hɛːt,hɛːt˥˨
ຊອດ,sɔːt,sɔːt˥˨
ເອະ,e,e˧˥
ເດັງ,deŋ,deŋ
ມັຍ,muaːŋmɛːŋwan,muaːŋ˧mɛːŋ˧˥wan˧˥
ເຄົາຣົບ,kʰaorop,kʰao˧˥rop˧
ລີ້,lɯː,lɯː˥˨
ໂທສະ,tʰoːsa,tʰoː˧˥sa˧˥
ຄະແນນ,kʰanɛːn,kʰa˧nɛːn˧˥
ລາ,laː,laː˧˥
ພິກໄຫວ,pʰikwaj,pʰik˧waj˩˧
ດຶກ,dɯk,dɯk˧˥
ແຕມ,tɛːm,tɛːm
ຫາເຫດຜົນ,haːheːtpʰon,haː˩˧heːt˧˩pʰon˩˧
ຄົນບາດເຈັບ,kʰonbaːtt͡ɕep,kʰon˧˥baːt˧˩t͡ɕep˧˥
ພັດ,pʰat,pʰat˧
ຢິກ,jik,jik˧˥
ປັນຍາ,panɲaː,panɲaː˧˥
ຝັງ,faŋ,faŋ˩˧
ສຽມ,siaːm,siaːm˩˧
ສຸໂຂ,sukʰoː,su˧˥kʰoː˩˧
ສັບພະ,sappʰa,sap˧˥pʰa˧
ພະແກ້ວ,pʰakɛːw,pʰa˧kɛːw˥˨
ບໍ່ວ່າ,bɔːwaː,bɔː˧waː˧
ຕ່ຳຜ້າ,tampʰaː,tam˧pʰaː˧˩
ຈາ,t͡ɕaː,t͡ɕaː
ຫົວຄິດ,huaːkʰit,huaː˩˧kʰit˧
ປ່ວນ,puaːn,puaːn˧
ທັນວາ,tʰanwaː,tʰan˧˥waː˧˥
ມຸຂະ,mukʰa,mu˧kʰa˧˥
ທໍ່,tʰɔː,tʰɔː˧
ກະທູ້,katʰuː,ka˧˥tʰuː˥˨
ຈອງຫອງ,t͡ɕɔːŋhɔːŋ,t͡ɕɔːŋhɔːŋ˩˧
ດຽວວ່າ,diaːwwaː,diaːwwaː˧
ມີເຫດຜົນ,miːheːtpʰon,miː˧˥heːt˧˩pʰon˧˩
ສົງເຄາະ,soŋkʰɔ,soŋ˩˧kʰɔ˧
ຈະຣາຈອນ,t͡ɕaraːt͡ɕɔːn,t͡ɕa˧˥raː˧t͡ɕɔːn
ການຟັງ,kaːnfaŋ,kaːnfaŋ˧˥
ຈັ່ນ,t͡ɕan,t͡ɕan˧
ປູ່,puː,puː˧
ກະຊ້າ,kasaː,ka˧˥saː˧˥
ຂຸ,kʰu,kʰu˧˥
ເຄື່ອງຕັດ,kʰɯːə̯ŋtat,kʰɯːə̯ŋ˧tat˧˥
ອາລິ,aːli,aːli˧
ໄກວ,kwaj,kwaj
ໃຫ້ລາຄາ,hajlaːkʰaː,haj˧˩laː˧˥kʰaː˧˥
ອັນສຳຄັນ,ansamkʰan,ansam˩˧kʰan˧˥
ຄວາມງາມ,kʰwaːmŋaːm,kʰwaːm˧˥ŋaːm˧˥
ກຳກັບ,kamkap,kamkap˧˥
ນ້ຳໃຈ,namt͡ɕaj,nam˥˨t͡ɕaj
ແຊກ,seːk,seːk˥˨
ຂ້ວມ,kʰiaːm,kʰiaːm˩˧
ຫມອບ,mɔːp,mɔːp˧˩
ເຂົ້າຈີ່,kʰaot͡ɕiː,kʰao˧˩t͡ɕiː˧
ຂອງຝາກ,kʰɔːŋfaːk,kʰɔːŋ˩˧faːk˧˩
ພໍສິ້ນ,pʰɔːsin,pʰɔː˧˥sin˧˩
ຫວ່ານ,waːn,waːn˧
ລ້ຽງ,liaːŋ,liaːŋ˥˨
ຈາຣິກ,t͡ɕaːrik,t͡ɕaːrik˧
ຣາສດອນ,raːtsadɔːn,raːt˥˨sa˧˥dɔːn
ຈຳແນກ,t͡ɕamnɛːk,t͡ɕamnɛːk˥˨
ກະປຸກ,kapuk,ka˧˥puk˧˥
ສົ້ນ,son,son˧˩
ຄົນນິນທາ,kʰonnintʰaː,kʰon˧˥nin˧˥tʰaː˧˥
ຍ່ຳຍີ,ɲamɲiː,ɲam˧ɲiː˧˥
ຜົ້ງ,pʰoŋ,pʰoŋ˧˩
ຄິວ,kʰiw,kʰiw˧˥
ເຍົາວະ,ɲaowa,ɲao˧˥wa˧
ຜູ້ນຳ,pʰuːnam,pʰuː˧˩nam˧˥
ປານີດ,paːniːt,paːniːt˥˨
ຊົ່ວ,suaː,suaː˧
ຊວາ,swaː,swaː˧˥
ແຕ້ມ,tɛːm,tɛːm˥˨
ປຶກສາ,piksaː,pik˧˥saː˩˧
ເຈຣະຈາ,t͡ɕeːrat͡ɕaː,t͡ɕeːra˧t͡ɕaː
ຫ້ຽນ,hiaːn,hiaːn˩˧
ຮັບໄຊ້,hapsaj,hap˧saj˥˨
ມີຄັນ,miːkʰan,miː˧˥kʰan˧˥
ຈັບຜິດ,t͡ɕappʰit,t͡ɕap˧˥pʰit˧˥
ຄົນຕ່າງຊາດ,kʰontaːŋsaːt,kʰon˧˥taːŋ˧saːt˥˨
ຖ່ອມ,tʰɔːm,tʰɔːm˧
ຄວາມປ່ຽນແປງ,kʰwaːmpiaːnpɛːŋ,kʰwaːm˧˥piaːn˧pɛːŋ
ທ້າ,tʰaː,tʰaː˥˨
ເປັນສີ,pensiː,pensiː˩˧
ກວດ,kuaːt,kuaːt˧˩
ຝີປາກ,fiːpaːk,fiː˩˧paːk˧˩
ນວຽ,nuaːj,nuaːj˧˥
ມີການ,miːkaːn,miː˧˥kaːn
ດື່ມ,dɯːm,dɯːm˧
ໄມ້ແຄນ,majkʰɛːn,maj˥˨kʰɛːn˧˥
