orth,pron_no_tones
អរហំ,ʔaʔraʔhaŋ
សីហៈ,sǝyhaʔ
ផូង,pʰooŋ
ខ្មាញ់,kmaɲ
ព្រុស,pruh
ក្រហល់,krɑhɑl
ខ្លប,klɑɑp
រយ៉ៃ,rɔyay
បបោស,bɑbɑh
តឹងរឹង,təŋ-rəŋ
រមណីយ,reaʔmeaʔniiyeaʔ
ត្រអាល,trɑʔaal
អាចារ,ʔaacaa
ធ្នះ,tneah
នគរធំ,nɔkɔɔtʰom
ត្លុក,tlok
ជ្រើម,crəəm
រូត,ruut
ខ្នយ,knɑɑy
គុហា,kuʔhie
សណ្ដោង,sɑndaoŋ
តយ,tɑɑy
ភាវ,pʰiev
ភោ,pʰoo
វចន,veaʔcaʔnaʔ
ក្លាវ,klaav
វ៉ែនតា,vaen taa
ត្លែ,tlae
ក្របៅ,krɑbav
ស្វរៈ,svaʔraʔ
អាណត្ត,ʔaanat
ប្រពល,prɑpʊəl
រវៃ,rɔvey
ជនក,ceaʔneaʔkaʔ
ប្រួត,pruət
វលី,veaʔlii
ញោច,ɲooc
អនុមាន,ʔaʔnuʔmaan
ខ្ជីខ្ជា,kcii-kcie
ក្រហែង,krɑhaeŋ
បណ្ដុំ,bɑndom
សំគម,sɑmkɔɔm
ខ្ជួន,kcuən
កំរង,kɑmrɑɑŋ
ជីវ័ន,ciivoan
កញ្ចុះ,kɑɲcoh
បន្សាប,bɑnsaap
រោគា,rookie
ក្នាញ់,knaɲ
រដូក,rɔdook
រហ័សរហួន,rɔhah-rɔhuen
សំណែន,sɑmnaen
ធម្មកថិក,tʰoammeaʔkaʔtʰək
ច្បា,cbaa
ថោះ,tʰɑh
អុយ,ʔoy
សុពណ៌,soʔpoa
ឮជា,lɨɨ cie
ស្មេរ,smeɛ
ញ៉ម,ɲɑɑm
វិកល,viʔkaʔlaʔ
រូពី,ruupii
បោរ,bao
ស្មន់,smɑn
អរិ,ʔaʔriʔ
រួញរា,ruəɲ-rie
ទុតិយាសាឍ,tuʔteʔyaasaat
ឆ្អៅ,cʔav
គ្រវាត់,krɔvoat
ចន្លុះ,cɑnloh
ទោសៈ,toosaʔ
ពុទ្ធដីកា,puttʰeaʔdəykaa
ខ្ជាក់,kceak
ស្ញប់,sɲɑp
ហរៈ,haʔreaʔ
ទាយាទ,tieyiet
អាវាសែ,ʔaavaasae
អដ្ឋកថា,ʔattʰaʔkaʔtʰaa
សារថី,saaraʔtʰǝy
ល្បក,lbɑɑk
រយាង,rɔyieŋ
ស្រយង់,srɑyɑŋ
ឆ្វាក់,cvak
ហាសិប,haasǝp
ជីវា,ciivaa
ទេវនាគរី,teeveaʔniekeaʔrii
មនុ,meaʔnuʔ
បដិបត្តិ,paʔdeʔbat
យុថ្កា,yut tkaa
ឡាន់,lan
ជញ្ជ្រាំង,cʊəɲcreaŋ
រំលោក,rumlook
ក្របួច,krɑbuəc
នីតិបញ្ញត្តិ,niiteʔpaɲɲat
ផ្អូម,pʔoom
ប្រសូតិ,prɑsoot
វិសម,viʔsaʔmaʔ
មមី,mɔmii
ចំទាល,cɑmtiel
ពភ្លា,pɔplie
ម្សាញ់,msaɲ
សំនួន,sɑmnuən
ស្រកា,srɑkaa
ឌឺដង,dɨɨ dɑɑŋ
ទើរ,təə
ជ្រមុជ,crɔmuc
ចម្រូងចម្រាស,cɑmrooŋ-cɑmraah
មរណា,meaʔreaʔnaa
ផ្អាវ,pʔaav
បំបែរ,bɑmbae
ជ្រែ,crɛɛ
ផ្ដិល,pdəl
រំជួលចិត្ត,rumcuəl cət
កញ្ឆា,kɑɲcʰaa
ចំពុះ,cɑmpuh
ម៉ក,mɑɑk
សម្បុក,sɑmbok
ឫក្ស,rɨk
រគាំង,rɔkeaŋ
អន្លាយ,ʔɑnlaay
សមតុល្យ,saʔmaʔtol
អធម,ʔaʔtʰum
ឧត្តុង្គ,ʔutdoŋ
ក្រេវ,kreɛv
ឡេវ,leɛv
ស៊ែ,sɛɛ
ឆ្កឹះ,ckəh
អន្ទោល,ʔɑntool
ទេសឯក,teeh ʔaek
អយ្យិកា,ʔayyiʔkaa
បសុពេទ្យ,paʔsoʔpeet
ខ្ចរខ្ចាយ,kcɑɑ-kcaay
គ្រាម,kriem
បុស្បា,bohsbaa
ធម្មទាន,tʰoammeaʔtien
សំណាត់,sɑmnat
ឆ្កា,ckaa
ឧបការី,ʔuʔpaʔkaarǝy
ស្ការ,skaa
នមស្សការ,neaʔmahsaʔkaa
និរន្តរ,niʔrɑndɑɑ
អនិច្ច,ʔaʔnɨccaʔ
គេហ៍,kee
ចំប្រប់,cɑmprɑp
កញ្ជ្រោល,kɑɲcrool
នារីផល,nieriipʰɑl
ស្ទៀង,stiǝŋ
វឌ្ឍន,voattʰeaʔneaʔ
ញញ័រ,ɲɔɲoa
ឯធា,ʔaetʰie
អតិសុខុម,ʔaʔteʔsoʔkʰom
រលាត់,rɔloat
យៅ,yɨv
បព្វជ្ជា,bappaccie
ផ្ទប់,ptup
ប្រហិត,prɑhət
តៀម,tiəm
បរិបូរ,bɑɑreʔboo
ស្អក,sʔaak
វីរិយ,viiriʔyeaʔ
ទន្ត,toan
ខ្មូត,kmoot
ការិយាធិបតេយ្យ,kaareʔyaatʰiʔpaʔtay
អញ្ញត្រសព្ទ,ʔaɲɲattraʔsap
រសាប់រសល់,rɔsap-rɔsɑl
បាតាល,baadaal
លាំង,leaŋ
រអៀស,rɔʔiəh
បារាយ,baaraay
វិវឌ្ឍ,viʔvoat
កន្លង់,kɑnlɑŋ
ប្រមល់,prɑmɑl
ភ្លឹង,plɨŋ
ថ្កើងថ្កាន,tkaəŋ-tkaan
សច្ចាប្រណិធាន,saccaaprɑneʔtʰien
ស្មុំ,smom
កញ្ជ្រឹល,kɑɲcrɨl
លាត់,loat
ស្នប់,snɑp
គំរោះ,kumrʊəh
ធ្មប់,tmup
ចម្រឹង,cɑmrəŋ
ពលំ,peaʔleaŋ
ប្រសិទ្ធី,prɑsettʰii
ភាគទាន,pʰiekeaʔtien
ទីប,tiip
ផ្ទាប់,ptoap
វេញ,vɨɲ
រវែង,rɔvɛɛŋ
ហីនយាន,hǝyneaʔyien
ស្រប់,srɑp
ពាយព្យ,pieyoap
ម្កាក់,mkak
តង្ករ,tɑŋkɑɑ
កកិត,kɑkət
មុទ្ធជៈ,muttʰeaʔceaʔ
រំជា,rumcie
កំបោរ,kɑmbao
ច្រំដែល,cram dael
ថេរវាទ,tʰeɛraʔviet
កាឡា,kaalaa
ខ្ទុះ,ktuh
បង្រុះ,bɑŋroh
បន្តក់,bɑntɑk
ឥទ្ធិ,ʔettʰiʔ
វាច,viec
តិះ,teh
ថមថយ,tʰɑɑm-tʰɑɑy
បង្រួញ,bɑŋruəɲ
ច្រឹប,crəp
ម្ង៉ៃ,mŋay
សសិត,sɑsət
សុន្ទរ,sonteaʔreaʔ
បូព៌,boo
អន្សង,ʔɑnsɑɑŋ
ខាម,kʰaam
សាញ,saaɲ
រួន,ruən
ពុទ្ធចក្រ,puttʰeaʔcak
កន្ទ្រាញ,kɑntrieɲ
បង្កក,bɑŋkɑɑk
សំយាប,sɑmyaap
ទិនានុប្បវត្តិ,tiʔnienuppaʔvoat
មច្ឆជាតិ,maccʰaʔciet
ស្គី,skɨɨ
ជោតិ,coot
ឈ្ងប់,cŋup
ខ្វាន់,kvan
ត្រឹង,trəŋ
សារលិខិត,saaraʔliʔkʰǝt
កំអែល,kɑmʔael
កសិណ,kaʔsen
រំលៀក,rumliək
លន្លោច,lʊənlooc
គាវ,kiev
តម្អូញ,tɑmʔooɲ
អភិប្រាយ,ʔaʔpʰiʔpraay
អង្រួន,ʔɑŋruǝn
ផាង,pʰaaŋ
ធ្យាន,tyien
ក្រាប់,krap
វាំងនន,veaŋ nɔɔn
ក្រឡោត,krɑlaot
រមៀត,rɔmiət
អក្ខរា,ʔakkʰaʔraa
និសា,niʔsaa
ថ្ងាន់,tŋan
មាលី,mielii
ក្បាំង,kbaŋ
ស្វាធ្យាយ,svaatyiey
គុល,kul
គ្រហើ,krɔhəə
ប្រមាត់,prɑmat
ប្រូច,prooc
ជាលិកា,cieliʔkaa
កំបាក់,kɑmbak
មមៃ,mɔmey
យានិក,yienɨk
វយ,veaʔyea
ទោរ,too
មូលបត្រ,muulaʔbat
ថ្វាត់,tvat
កាណ៌,kaa
រយាន,rɔyien
ទ្រៀល,triəl
សាំញ៉ាំ,sam-ɲam
អយ្យកោ,ʔayyeaʔkao
អ័ព្ទ,ʔap
អន្លូង,ʔɑnluuŋ
អ្ហ,ʔhɑɑ
ប្រចាប់,prɑcap
ក្ដួល,kduəl
កំភ្លាញ,kɑmplieɲ
ស្តូប,stoop
ព្រះធម៌,preah tʰoa
វប្ប,voappaʔ
រេចរឹល,rɨc-rɨl
កាតូលិក,kaatoolik
តាវកាលិក,taaveaʔkaalik
មហារាជ,meaʔhaariec
ពិតាន,piʔdaan
ច្រហ,crɑhɑɑ
សន្ធោ,sɑntʰoo
ពានរ,pienɔɔ
សម្រាយ,sɑmraay
អន្ទះអន្ទែង,ʔɑnteah-ʔɑntɛɛŋ
ផ្លូន,ploon
រួយ,ruəy
ចន្ទន៍,can
ស្គា,skie
ស្មូន,smoon
គំនាល់,kumnoal
បតិ,paʔteʔ
នាច,niec
ខ្ទិះ,ktih
ចៀម,ciəm
ថិរវេលា,tʰeɛraʔveelie
មេកុង,meekoŋ
អុចអាល,ʔoc ʔaal
ឃ្នើស,knəəh
កម្មសិក្សា,kammeaʔsəksaa
ដកម៉ៃ,dɑɑk may
យះ,yeah
រញ៉ាំ,rɔɲam
ល្បាប់,lbap
ចំបើង,cɑmbaəŋ
រមួល,rɔmuəl
ដំអក់,dɑmʔɑk
បដិញ្ញា,paʔdeɲɲaa
ក្រពុំ,krɑpum
រោលរាល,rool-riel
ឧទាន,ʔuʔtien
ឡាំប៉ា,lam paa
ដាច,daac
ស៊ីញេ,siiɲeɛ
រ៉ាដា,raadaa
រចនាប័ទ្ម,reaʔcaʔnaabat
ផ្កាប់មុខ,pkap muk
មោហៈ,moohaʔ
ចំហាយ,cɑmbaay
ឆើយ,cʰaəy
ពិជ័យ,piʔcey
ភត្តាហារ,pʰoattaahaa
ហឺត,hǝǝt
ដង្ហោយ,dɑŋhaoy
អង្រុត,ʔɑŋrut
ហ្វឹក,vɨk
គោតម,koodɑm
ហៀបនឹង,hiǝp nɨŋ
ខនិជ,kʰaʔnɨc
ភយន្តរាយ,pʰeaʔyoantaʔraay
នាវិក,nievɨk
វិបស្សនា,viʔpahsaʔnaa
រញង់,rɔɲʊəŋ
ឃ្លេ,klee
រ៉ាង,raaŋ
ក្លស់,klɑh
អន្ទះសា,ʔɑnteah saa
ស្គុះ,skuh
បញ្ច,paɲcaʔ
ឆ្នុក,cnok
ក្រមការ,krɑmaʔkaa
ទ្រុប,trup
ផាឌិប,pʰaa dɨp
ចិញ្ចាច,cəɲcaac
កក្រោះ,kɑkrɑh
បារាំ,baaram
បាឋកថា,paatʰaʔkaʔtʰaa
ឧទ្ទេស,ʔutteeh
ប៉ោឡែ,pao lae
ឆ្កៀល,ckiəl
ទម្រន់,tumrʊən
សាវម៉ាវ,saav maav
ក្លំ,klɑm
គុណវិបត្តិ,kunaʔviʔbat
ចតុម្មុខ,caʔtommuk
ជាត,ciet
វេចា,veecaa
ស្រមុក,srɑmok
បន្ទាយឆ្មារ,bɑntiey cmaa
គ្រហឹម,krɔhɨm
ឥណ្ឌូ,ʔǝnduu
កត្តិក,katdək
ស្កក,skɑɑk
ឆ្លូវ,cləv
បិទមុខ,bət muk
ប្រុយ,proy
ស្ថិរ,stʰeʔraʔ
គគ្រិច,kɔkrɨc
ខ្លូត,kloot
លោហៈ,loohaʔ
គុណវុឌ្ឍិ,kunaʔvuttʰiʔ
ហ្វេ,vee
ស្ងាប,sŋaap
ទទូរ,tɔtuu
បុគ្គលិកលក្ខណៈ,bokkeaʔlikleakkʰaʔnaʔ
ក្រសោប,krɑsaop
តម្លោះ,tɑmlɑh
កាពិ,kaapiʔ
ដោច,daoc
មាត្រដ្ឋាន,mietrattʰaan
ច្រោក,craok
កន្ថោរ,kɑntʰao
និន្ទ្រា,nintrie
សង្រេង,sɑŋreɛŋ
ចុតហ្មាយ,cot maay
វោ,voo
ក្រេវក្រោធ,kreɛv-kraot
ខ្វិត,kvət
ក្រឡាច់,krɑlac
រ៉ែត,raet
ជ្រងំ,crɔŋum
នព្វ,nup
ចន្ទាស,cɑntieh
ជំរៅ,cumrɨv
មេធា,meetʰie
ផើយ,pʰaəy
សំប៉ែត,sɑmpaet
ស្លន់,slan
សាទុក្ខ,saatuk
បួនដប់,buən dɑp
ឈ្លើង,cləəŋ
រំចេក,rumceɛk
រៀមច្បង,riəm cʰɑɑŋ
លើង,lǝǝŋ
តាន់តាប់,tan-tap
បាក់ស្បាត,bak sbaat
សុគតិ,soʔkeaʔteʔ
អន្សម,ʔɑnsɑɑm
ផ្អង,pʔɑɑŋ
បូណ៌,boo
លើកតែ,lǝǝk tae
ក្បាក់,kbak
កាមគុណ,kaameaʔkun
ប្រផេះ,prɑpʰeh
ត្រាណត្រើយ,traan traəy
ប្រណម,prɑnɑm
ជង,cɔɔŋ
កន្ទួល,kɑntuəl
វីវរ,vii-vɔɔ
ថ្លាង,tlaaŋ
គតិយុត្ត,keaʔteʔyut
រពឹស,rɔpɨh
ពងទឹក,pɔɔŋ tɨk
អនក្ខរភាព,ʔaʔnakkʰaʔraʔpʰiep
ពនេចរ,peaʔneecɑɑ
សទិស,saʔtisaʔ
ខ្សៀ,ksiə
ឧបតោភាគី,ʔuʔpaʔtaopʰiekii
ជរាភាព,ceaʔriepʰiep
ស្រែង,sraeŋ
ឆ្នាល់,cnal
រលឹម,rɔlɨm
ទាន់ហន់,toan hɑn
ទស្សនាការ,tʊəhsaʔnaakaa
កុញ,koɲ
ម៉ានីល,maanil
និទ្រា,nittrie
បញ្ជរ,bɑɲcɔɔ
ចំរេះ,cɑmreh
បញ្ញត្ត,baɲɲat
សង្រែក,sɑŋraek
សំណប់,sɑmnɑp
សីតា,səytaa
បិតរ,beʔdɑɑ
ខ្ទួយ,ktuəy
អរញ្ញ,ʔaʔraɲ
ផ្គាំ,pkoam
គគ្រើម,Kɔkrəəm
សម្ភោរ,sɑmpʰoo
ក្លែប,klaep
ទស្សនាទាន,tʊəhsaʔnaatien
រាត់,roat
ប្រី,prəy
សាមាន្យ,saamaan
ចាមរី,caameaʔrii
សឺត,sǝǝt
បាសក,baasɑk
ប៉ែតសិប,paet səp
អ្ហូ,ʔhoo
ប្លាធូ,plaa tʰuu
បន្ថោក,bɑntʰaok
ត្រឈៃ,trɑcʰey
រណ្ដាប់,rʊəndap
ទាស,tieh
ចន្ទោល,cɑntool
ប្រតាយ,prɑtaay
សញ្ជឹង,saɲcɨŋ
មហាព្រហ្ម,meaʔhaaprum
វាវ,viev
បង្កើយ,bɑŋkaəy
សណ្ដំ,sɑndɑm
ភូមិគ្រឹះ,pʰuumiʔkrɨh
វាំងជា,veaŋcie
គោលិកា,kooliʔkaa
រដាច់,rɔdac
រវិច,rɔvɨc
ស្រួចស្រាល់,sruǝc-sral
ម្រោម,mroom
ស្រឡៃ,srɑlay
តុកកែ,tok kae
លៀត,liǝt
សាសព្ទ,saasap
ស្ទោង,stooŋ
ទក្ខិណានុប្បទាន,teakkʰeʔnaanuppaʔtien
ស្រិល,srǝl
ប្រកល់,prɑkɑl
ហក,haak
នែប,nɛɛp
សន្ធៅ,sɑntɨv
បង្កាន់ដៃ,bɑŋkan day
តូង,tooŋ
មោក,mook
វត្ថិ,voattʰeʔ
ដង្គុំ,dɑŋkum
បល្លង្ក,pallaŋ
ពឺត,pɨɨt
មមាច,mɔmiec
ទ្រនំ,trɔnum
រយីករយាក,rɔyiik-rɔyiek
ចចែក,cɑcaek
សត្យ,sat
ភក្សាហារ,pʰeaksaahaa
សមុដ្ឋាន,saʔmuttʰaan
សារវន្ត,saaraʔvan
ឃ្លោក,klook
នាល,niel
ជីរ,cii
អួ,ʔuə
បន្ថែ,bɑntʰae
ធ្មឹង,tmɨŋ
អដ្ឋិ,ʔattʰeʔ
ពេប,peep
រអើម,rɔʔaəm
ល្អោច,lʔaoc
ជលសា,ceaʔleaʔsaa
មូលី,muulii
ហត្ថកម្ម,hattʰaʔkam
ច្រងាង,crɑŋaaŋ
ទាសា,tiesaa
ខ្វាក់មាន់,kvak moan
ផាស,pʰaah
ខ្មុក,kmok
ត្រោក,traok
ហ៊ឹក,hɨk
សសេះ,sɑseh
បញ្ជោរ,bɑɲcoo
សន្លឹម,sɑnləm
អប្បយស,ʔappaʔyʊəh
បង្វេច,bɑŋvəc
យោក,yook
ត្របាញ់,trɑbaɲ
ចេស,ceɛh
យាចក,yiecɑk
រន្ថាន់,rʊəntʰan
មេអណ្ដើក,meeʔɑndaək
ប្រវឹក,prɑvɨk
អធិដ្ឋាន,ʔaʔtʰiʔtʰaan
ឆ្លៅ,clav
សម្រង់,sɑmrɑŋ
វុឌ្ឍិ,vuttʰiʔ
ស្រមាម,srɑmaam
កំប៉ាង,kɑmpaaŋ
ននោង,nɔnooŋ
យោធភូមិ,yootʰeaʔpʰuum
អាធ័ម,ʔaatʰoam
ងុយ,ŋuy
ជ្រលម,crɔlɔɔm
ហួងហែង,huǝŋ-haeŋ
បេសកជន,peɛsaʔkaʔcʊən
ឡក,laak
សុច,soc
គិលានុបដ្ឋាក,kiʔlienuʔpattʰaak
វឺ,vɨɨ
អំបុក,ʔɑmbok
ត្រស្តិ,trɑh
រឹងរឹត,rɨŋ-rɨt
លាញ,lieɲ
អឺត,ʔəət
ច្បាប់ក្រម,cbap kram
វឹប,vɨp
មហាមិត្ត,meaʔhaamit
ទម្លុះ,tumluh
ត្រណោត,trɑnaot
រុត,rut
ប្រិត,prət
បវេសនកាល,paʔveehsaʔnaʔkaal
ថ្កាត់,tkat
អយ្យ,ʔayyeaʔ
រូបា,ruupaa
ចំពូក,cɑmpuuk
ប្លម,plɑɑm
ក្ដាំង,kdaŋ
ឡិន,lǝn
ណូន,noon
ផ្នួង,pnuəŋ
ធម្មាចារ្យ,tʰoammiecaa
ប៉ាច់,pac
គែ,kɛɛ
បញ្ញាញាណ,paɲɲaaɲien
បរមត្ថ,bɑɑraʔmat
ចំណុក,cɑmnok
មហាសាគរ,meaʔhaasaakɔɔ
ក្រចាប់,krɑcap
វូប,vuup
ខាល,kʰaal
កណ្ឌ,kan
ម្ហា,mhaa
ល្ហែ,lhae
ក្រាស,kraah
ពន្ធភាព,poantʰeaʔpʰiep
តប់ប្រមល់,tɑp prɑmɑl
សារូ,saaruu
ឆដា,cʰaʔdaa
រខាក,rɔkʰaak
មឹក,mɨk
មួយអន្លើ,muəyʔɑnləə
ត្រៀមចាំ,triəm cam
ចតុប្បាទ,caʔtopʰaat
មង្ឃុត,mʊəŋkʰut
ឆប,cʰɑɑp
អមនុស្ស,ʔaʔmeaʔnuh
ជៀវ,ciəv
លិឍ,lit
យឹតយោង,yɨt-yooŋ
ស្កះ,skah
ផ្អឹប,pʔəp
ដងដោយ,dɑɑŋ daoy
ស្តរា,staaraa
បរមាណូ,paʔraʔmaanoo
លន់តួ,lʊən tuə
ទាយិកា,tieyiʔkaa
ក្រហូង,krɑhooŋ
ផ្ងូត,pŋoot
តម្កាត់,tɑmkat
មោឃៈ,mookʰeaʔ
អាឡោះអាល័យ,ʔaalɑh-ʔaalay
ឆ្នាស,cnaah
បូត,boot
លាម,liem
បុព្វការី,boppeaʔkaarəy
ស្ប៉ត,spɑɑt
ចំប៉ី,cɑmpəy
បារាជិក,paaraacək
កណ្ដាស់,kɑndah
ស្រួត,sruǝt
ល្វត,lvɔɔt
យោគី,yookii
វិភាជន៍,viʔpʰiec
មហារដ្ឋ,meaʔhaaroat
តុសិត,dohset
អវកាស,ʔaʔveaʔkaah
ពព្រិច,pɔprɨc
ផលទុន,pʰɑltun
លោកេ,lookeɛ
ត្រសែត,trɑsaet
អង្កត់,ʔɑŋkɑt
ទេវរូប,teeveaʔruup
ងាវ,ŋiev
សោភណភាព,saopʰoanaʔpʰiep
បង្កូក,bɑŋkook
កញ្ច្រែង,kɑɲcraeŋ
ក្រឲ្យ,krɑʔav
រន្ទាល,rʊəntiel
ទីឃ,tiikʰeaʔ
រលើង,rɔləəŋ
សោច,saoc
រង្គ,rʊəŋ
វិត្ត,vittaʔ
ពូត,puut
ព្រូស,pruuh
ប្លែង,plaeŋ
នុំ,num
ប៉ិល,pəl
រញឹក,rɔɲɨk
ទមិឡ,teaʔmil
បឋវី,paʔtʰaʔvii
កប្ប,kap
បរិនិព្វាន,paʔreʔnippien
នែបនិត្យ,nɛɛp nɨt
មាលតី,mieleaʔdəy
ពិណ,pɨn
បទេស,paʔteeh
នាទ,niet
ល្ពៅ,lpɨv
ងងុល,ŋɔŋul
ទំនឹម,tumnɨm
បណ្ណាធិការ,bannaatʰiʔkaa
បាយសី,baay səy
អនោតត្ត,ʔaʔnaotat
ប្រជានុរាស្ត្រ,prɑcienuʔrieh
ច្រោះ,crɑh
មហាម៉ាត់,mɔɔhaamat
បញ្ជាន់,bɑɲcoan
ដំណក់,dɑmnɑk
ខ្ពប,kpɔɔp
រំអា,rumʔaa
នក្សត្រ,neaksat
បរិធាន,paʔreʔtʰien
ខ្លុះ,kloh
ខមាទោស,kʰɑɑmietoh
ជន្មា,ceaʔneaʔmie
ទ្រមក់,trɔmʊək
រ៉េវ,reɛv
ទ្រនិច,trɔnɨc
ភោជន,pʰoocʊən
សំរូប,sɑmroop
ទ្រមាក់,trɔmeak
ថ្ងួច,tŋuəc
ស្រពាប់,srɑpoap
គន្ធពិដោរ,koantʰeaʔpiʔdao
តុល្យការ,tolyeaʔkaa
អកតញ្ញូ,ʔaʔkaʔtaɲɲuu
ហទ័យ,haʔtey
បង្អើល,bɑŋʔaəl
តក្ក,takkaʔ
គៀង,kiəŋ
ក្រវៀន,krɑviən
ប៉ោត,paot
ចេរ,ceɛ
ទោង,tooŋ
ពែន,pɛɛn
ទំនាញ,tumnieɲ
វិះ,vih
ច្រវាត់,crɑvat
ក្ដាត់,kdat
ភក្តី,pʰeaʔkdəy
ព្រៅ,prɨv
កន្ត្រៃ,kɑntray
ម៉ាឡាយូ,maalaayyuu
តែលតោល,tael-taol
កឹងកន្ត្រៃ,kəŋ kantray
ផ្កាឈូក,pkaa cʰuuk
រឹងត្អឹង,rɨŋ-tʔəŋ
សេវ,seɛv
មហស្ចារ្យ,meaʔhahscaa
ក្បុង,kboŋ
លោង,looŋ
សង្គហៈ,sɑŋkeaʔhaʔ
ក្ដួច,kduəc
អភិធម្ម,ʔaʔpʰiʔtʰoam
ក្រៀមក្រោះ,kriəm krɑh
ក្អី,kʔəy
មេសរាសី,meesaʔriesəy
ទីន័ង,tiineaŋ
វិក្កយបត្រ,vikkaʔyaeaʔbat
ស្រឡេត,srɑleɛt
ខិម,kʰəm
ចន្ទោភាស,cantoopʰieh
រំអិល,rumʔəl
ស្គាំង,skeaŋ
បង្ហា,bɑŋhaa
សក្តា,saʔkdaa
នខា,neaʔkʰaa
មុសា,muʔsaa
សាហេតុ,saahaet
ប្រមៀល,prɑmiəl
បង្អោន,bɑŋʔaon
ល្ងៀង,lŋiəŋ
របាទ,rɔbaat
ឧបនិស្ស័យ,ʔuʔpaʔnihsay
អធិប,ʔaʔtʰip
សង្កា,sɑŋkaa
ទិដ្ឋានុគតិ,tittʰaanuʔkeaʔteʔ
ព្រះស្ដេច,preah sdac
ពព្រាយ,pɔpriey
ច្រៀប,criəp
ចចាមអារាម,cɑcaam-ʔaaraam
ជ្រួស,cruəh
ប៉ក់,pɑk
ភ្លើន,pləən
ជយមង្គល,ceaʔyeaʔmeaŋkʊəl
ព្យាម,pyiem
គ្នាន់,knoan
ត្រសង,trɑsɑɑŋ
អស្តា,ʔahsdaa
ជាយា,cieyie
ទិសាបាមោក្ខ,tɨhsaapaamaok
ជំនាង,cumnieŋ
រង្កៀស,rʊəŋkiəh
អតិរេក,ʔaʔteʔraek
ប៉ាកកា,paak kaa
ពពិល,pɔpɨl
ថ្មោង,tmaoŋ
ឆ្លេឆ្លា,cleɛ-claa
ហ៊ុប,hup
វ៉ាលិស,vaaliih
វ៉ង់,vɑŋ
អាបាន,ʔaapaanaʔ
ចាហួយ,caa huəy
អហង្ការ,ʔaʔhaŋkaa
សញ្ជ័យ,saɲcey
កលា,kaʔlaa
ព័ស្តុតាង,poahtaaŋ
ប្រជល់,prɑcʊəl
គ្រក់,krʊək
ភុជង្គ,pʰuʔcʊəŋ
ផ្ដាសា,pdaahsaa
កម្មវិបាក,kammeaʔviʔbaak
ចុតិ,coʔteʔ
ចន្ទល់,cɑntʊəl
អ្ហា,ʔhaa
វដ្ដ,voatdaʔ
បុព្វសិទ្ធិ,boppeaʔsettʰiʔ
ចំពួក,cɑmpuək
អាភាស,ʔaapʰieh
ជីប,ciip
ច្រកែងទួយ,crɑkaeŋ tuəy
ល្វន់,lvʊən
រងៀម,rɔŋiəm
គ្រើម,krəəm
ភគវន្តមុនី,pʰeaʔkeaʔvoantaʔmuʔnii
ព្យញ្ជន,pyaɲceaʔneaʔ
ឧបយុវរាជ,ʔuʔpaʔyuʔveaʔriec
អាឃាត,ʔaakʰiet
ក្អិត,kʔət
ស្កប់,skɑp
ត្រុយ,troy
វន្ទា,voantie
ក្នក់,knɑk
រាងរៅ,rieŋ-rɨv
ស្បាត,sbaat
ប្រជាករ,prɑciekɑɑ
កិរិយាសព្ទ,keʔriʔyaasap
