orth,pron_no_tones,pron_with_tones
ປຸນ,pun,pun
ຊູ່,suː,suː˧
ຍານະ,ɲaːna,ɲaː˧˥na˧
ກະຈົນ,kat͡ɕon,ka˧˥t͡ɕon
ຈີ່,t͡ɕiː,t͡ɕiː˧
ສັນຕະ,santa,san˩˧ta˧˥
ສັງກະສີ,saŋkasiː,saŋ˩˧ka˧˥siː˩˧
ກາມ,kaːm,kaːm
ດວງຈິດ,duaːŋt͡ɕit,duaːŋt͡ɕit˧˥
ມາຄະ,maːkʰa,maː˧˥kʰa˧
ເງືອກ,ŋɯːə̯k,ŋɯːə̯k˥˨
ໄຄ່,kʰaj,kʰaj˧
ອົ້ວ,uaː,uaː˥˨
ອັຍ,ɯːə̯ŋsoppet,ɯːə̯ŋ˥˨sop˧˥pet˧˥
ລະກາ,lakaː,la˧kaː
ວັທ,wiaːtnaːm,wiaːt˥˨naːm˧˥
ມັ່ງ,maŋ,maŋ˧
ຕາບ,taːp,taːp˧˩
ວິສາຂະບູຊາ,wisaːkʰabuːsaː,wi˧saː˩˧kʰa˧˥buːsaː˧˥
ອະນຸວົງ,anuloːm,a˧˥nu˧loːm˧˥
ແຫລກ,lɛːk,lɛːk˧˩
ພຸກ,pʰuk,pʰuk˧
ບໍ່ສະອາດ,bɔːsaaːt,bɔː˧sa˧˥aːt˧˩
ເພີ່ງ,pʰəːŋ,pʰəːŋ˧
ເປັນຈັ່ງໃດ,pent͡ɕaŋdaj,pent͡ɕaŋ˧daj
ຄວາມໄວ້ວາງໃຈ,kʰwaːmwajwaːŋt͡ɕaj,kʰwaːm˧˥waj˥˨waːŋ˧˥t͡ɕaj
ຂູດຮີດ,kʰuːthiːt,kʰuːt˧˩hiːt˥˨
ໂປ່,poː,poː˧
ການຕີລາຄາ,kaːntiːlaːkʰaː,kaːntiːlaː˧˥kʰaː˧˥
ລ້າງຜານ,laːŋpʰaːn,laːŋ˥˨pʰaːn˩˧
ການຈຳກັດ,kaːnt͡ɕamkat,kaːnt͡ɕamkat˧˥
ວິມານ,wimaːn,wi˧maːn˧˥
ນິ້ມ,nim,nim˥˨
ຄວາມເປັນລະບຽບ,kʰwaːmpenlabiaːp,kʰwaːm˧˥penla˧biaːp˧˩
ຈຸລາ,t͡ɕulaː,t͡ɕu˧˥laː˧˥
ນາສວນ,naːsuaːn,naː˧˥suaːn˩˧
ແຫລວ,lɛːw,lɛːw˩˧
ຄວນຫາ,kʰuaːnhaː,kʰuaːn˧˥haː˩˧
ລົ້ມເລີກ,lomləːk,lom˥˨ləːk˥˨
ຄຸ,kʰu,kʰu˧
ເຫນັງ,neŋ,neŋ˩˧
ອຸມົງ,umoŋ,u˧˥moŋ˧˥
ລະງົມ,laŋom,la˧ŋom˧˥
ສລາມ,salaːm,sa˧˥laːm˩˧
ຂູດ,kʰuːt,kʰuːt˧˩
ແສ້,sɛː,sɛː˧˩
ຢັນ,jan,jan
ສງົບ,saŋop,sa˧˥ŋop˧˥
ບາດຫລວງ,baːtluaːŋ,baːt˧˩luaːŋ˩˧
ດາຣາ,daːraː,daːraː˧˥
ຂວານ,kʰwaːn,kʰwaːn˩˧
ທຳທ່າ,tʰamtʰaː,tʰam˧˥tʰaː˧
ເພັດຊະຄາດ,pʰetsakʰaːt,pʰet˧sa˧kʰaːt˥˨
ເຢີ,jəː,jəː
ສຸພັນ,supʰan,su˧˥pʰan˧˥
ລິບດາ,lipdaː,lip˧daː
ທາຍາດ,tʰaːɲaːt,tʰaː˧˥ɲaːt˥˨
ທີ່ເພິ່ງ,tʰiːpʰəŋ,tʰiː˧pʰəŋ˧
ກັສ,kuaːŋ,kuaːŋ˥˨
ຈີກ,t͡ɕiːk,t͡ɕiːk˧˩
ຫົ່ມ,hom,hom˧
ຫົວເຂົ່າ,huaːkʰao,huaː˩˧kʰao˧
ລັນ,lan,lan˧˥
ຫລຽວ,liaːw,liaːw˩˧
ອາຈຽນ,aːt͡ɕiaːn,aːt͡ɕiaːn
ສົມສ່ວນ,somsuaːn,som˩˧suaːn˧
ຍຸນ,ɲun,ɲun˧˥
ອຸບປະກອນ,uppakɔːn,up˧˥pa˧˥kɔːn
ຊ່ຽນ,siaːn,siaːn˧
ອິ່ມ,im,im˧
ປະຣິມານ,parimaːn,pa˧˥ri˧maːn˧˥
ຂອງກາງ,kʰɔːŋkaːŋ,kʰɔːŋ˩˧kaːŋ
ກ່ານ,kaːn,kaːn˧
ຜູ້ນັບຖື,pʰuːnaptʰɯː,pʰuː˧˩nap˧tʰɯː˩˧
ຜາບ,pʰaːp,pʰaːp˧˩
ຄົນໂງ່,kʰonŋoː,kʰon˧˥ŋoː˧
ກະໂຫລກ,kaloːk,ka˧˥loːk˧˩
ເຄືອຈັກກະພົບ,kʰɯːə̯t͡ɕakkapʰop,kʰɯːə̯˧˥t͡ɕak˧˥ka˧˥pʰop˧
ຄຳແຫງ,kʰamhɛːŋ,kʰam˧˥hɛːŋ˩˧
ຈະລາຈົນ,t͡ɕalaːt͡ɕon,t͡ɕa˧˥laː˧˥t͡ɕon
ແຫ,hɛː,hɛː˩˧
ລະບຽງ,labiaːŋ,la˧biaːŋ
ກະລີ,kaliː,ka˧˥liː˩˧
ຫະນຸມານ,hanumaːn,ha˧˥nu˧maːn˧˥
ການເກິດ,kaːnkəːt,kaːnkəːt˧˩
ເຕັນນິສ,tennit,tennit˧
ກິນແຮງ,kinhɛːŋ,kinhɛːŋ˧˥
ຈວນ,t͡ɕuaːn,t͡ɕuaːn
ພິບັດ,pʰibat,pʰi˧bat˧˥
ລອກແບບ,lɔːkbɛːp,lɔːk˥˨bɛːp˧˩
ຄະທາ,kʰatʰaː,kʰa˧tʰaː˧˥
ອາວອນ,aːwɔːn,aːwɔːn˧˥
ອັນຖືກຕ້ອງ,antʰɯːktɔːŋ,antʰɯːk˧˩tɔːŋ˥˨
ວະທະ,watʰa,wa˧tʰa˧
ຣິມ,riːm,riːm˩˧
ເທົາ,tʰao,tʰao˧˥
ມໍຣະດົກ,mɔːradok,mɔː˧˥ra˧dok˧˥
ເສຕ,suaːt,suaːt˧˩
ຄະລຳ,kʰalam,kʰa˧lam˧˥
ໂສໂຄກ,soːkʰoːk,soː˩˧kʰoːk˥˨
ນິຣະໂທດ,niratʰoːt,ni˧ra˧tʰoːt˥˨
ເຄົ້າໂຄງ,kʰaokʰoːŋ,kʰao˥˨kʰoːŋ˧˥
ວັດຕະ,watta,wat˧ta˧˥
ລີບ,liːp,liːp˥˨
ແບນ,bɛːn,bɛːn
ຫລົ້ມ,lom,lom˧˩
ເທວະ,tʰeːwa,tʰeː˧˥wa˧
ກະໂພກ,kapʰoːk,ka˧˥pʰoːk˥˨
ພະເຈດີ,pʰat͡ɕeːdiː,pʰa˧t͡ɕeːdiː
ປີດ,piːt,piːt˧˩
ຕູບ,tuːp,tuːp˧˩
ນວມ,nuaːm,nuaːm˧˥
ກັບບ່ອນ,kapbɔːn,kap˧˥bɔːn˧
ການບ້ານ,kaːnbaːn,kaːnbaːn˥˨
ໂກະ,ko,ko˧˥
ຢ່ວງ,juaːŋ,juaːŋ˧
ການຂົນ,kaːnkʰon,kaːnkʰon˩˧
ຮຸງ,huŋ,huŋ˧˥
ຫນ້າບ້ານ,naːbaːn,naː˧˩baːn˥˨
ວາສ,wiaːŋ,wiaːŋ˧
ຂົບ,kʰop,kʰop˧˥
ສັນເສີນ,sansən,san˩˧sən˩˧
ຫອງ,hɔːŋ,hɔːŋ˩˧
ຄວາມຂາດ,kʰwaːmkʰaːt,kʰwaːm˧˥kʰaːt˧˩
ຄວາມວ່ອງໄວ,kʰwaːmwɔːŋwaj,kʰwaːm˧˥wɔːŋ˧waj˧˥
ເຫລວ,leːw,leːw˩˧
ບາກບັ່ນ,baːkban,baːk˧˩ban˧
ເຍົາວະ,ɲaowa,ɲao˧˥wa˧
ດາວເຮືອງ,daːohɯːə̯ŋ,daːohɯːə̯ŋ˧˥
ຈຸ່ນ,t͡ɕun,t͡ɕun˧
ໃຫ້ຮອດ,hajhɔːt,haj˧˩hɔːt˥˨
ສວີ,sawiː,sa˧˥wiː˧
ບໍ້,bɔː,bɔː˥˨
ປາກພູໄຟ,paːkpʰuːfaj,paːk˧˩pʰuː˧˥faj˧˥
ບັນເລງ,banleːŋ,banleːŋ˧˥
ຜູ້ສືບ,pʰuːsɯːp,pʰuː˧˩sɯːp˧˩
ຫາເຂົ້າ,haːkʰao,haː˩˧kʰao˧˩
ຄວາມສັມພັນ,kʰwaːmsampʰan,kʰwaːm˧˥sam˩˧pʰan˧˥
ຕັນທາງ,tantʰaːŋ,tantʰaːŋ˧˥
ກັງຫັນ,kaŋhan,kaŋhan˩˧
ທ້ອງຕລາດ,tʰɔːŋtalaːt,tʰɔːŋ˥˨ta˧˥laːt˧˩
ຄັມພີ,kʰampʰiː,kʰam˧˥pʰiː˧˥
ອິດສະຣະ,itsara,it˧˥sa˧˥ra˧
ຂັນຕີ,kʰantiː,kʰan˩˧tiː
ປີ້ນ,piːn,piːn˥˨
ຂີ້ເຫລັກ,kʰiːlek,kʰiː˧˩lek˧˥
ທູບ,tʰuːp,tʰuːp˥˨
ຍັບ,ɲap,ɲap˧
ຫງອກ,ŋɔːk,ŋɔːk˧˩
ໂຈຣະ,t͡ɕoːtʰanaː,t͡ɕoːtʰa˧naː˧˥
ໂອພາດ,oːpʰaːt,oːpʰaːt˥˨
ແສ່ວ,sɛːw,sɛːw˧
ສ້ຽວ,siaːw,siaːw˧˩
ຄວາມດັນໂລຫິດສູງ,kʰwaːmdanloːhitsuːŋ,kʰwaːm˧˥danloː˧˥hit˧˥suːŋ˩˧
ຮຽວ,hiaːw,hiaːw˧˥
ຈິກ,t͡ɕik,t͡ɕik˧˥
ບົວເງິນ,buaːŋən,buaːŋən˧˥
ລ້ຽງຊີບ,liaːŋsiːp,liaːŋ˥˨siːp˥˨
ພື,pʰɯː,pʰɯː˧˥
ຄວາມສົມບູນພູນສຸກ,kʰwaːmsombuːnpʰuːnsuk,kʰwaːm˧˥som˩˧buːnpʰuːn˧˥suk˧˥
ສະຕະ,sata,sa˧˥ta˧˥
ຄວາມລະມັດລະວັງ,kʰwaːmlamatlawaŋ,kʰwaːm˧˥la˧mat˧la˧waŋ˧˥
ພົມມາ,pʰommaː,pʰom˧˥maː˧˥
ກັບມື,kapmɯː,kap˧˥mɯː˧˥
ຢູ່ຮ່ວມ,juːhuaːm,juː˧huaːm˧
ກິຕ,kuaːtlaːŋ,kuaːt˧˩laːŋ˥˨
ສຸພາ,supʰaː,su˧˥pʰaː˧˥
ຫລຸມ,lum,lum˩˧
ຫນ,nɔː,nɔː˩˧
ຫລອງ,lɔːŋ,lɔːŋ˩˧
ນີວຢອກ,niːwjɔːk,niːw˧˥jɔːk˧˩
ສຸນ,sun,sun˩˧
ໃຫ້ສິນບົນ,hajsinbon,haj˧˩sin˩˧bon
ຂຶ້ນສານ,kʰɯnsaːn,kʰɯn˧˩saːn˩˧
ໃຫ້ຢືມ,hajjɯːm,haj˧˩jɯːm
ສນະ,sana,sa˧˥na˧˥
ຈາວ,t͡ɕaːo,t͡ɕaːo
ເລ້,leː,leː˥˨
ຟ່າງ,faːŋ,faːŋ˧
ບິງ,biŋ,biŋ
ມີຝີມື,miːfiːmɯː,miː˧˥fiː˩˧mɯː˧˥
ຜູ,pʰuː,pʰuː˩˧
ເທພ,tʰeːp,tʰeːp˥˨
ຈ້ວງ,t͡ɕuaːŋ,t͡ɕuaːŋ˥˨
ຂ້ອນແຈ້ງ,kʰɔːnt͡ɕɛːŋ,kʰɔːn˧˩t͡ɕɛːŋ˥˨
ພະເຍຊູ,pʰaɲeːsuː,pʰa˧ɲeː˧˥suː˧˥
ຄົ້ວ,kʰuaː,kʰuaː˥˨
ໄຄ,kʰaj,kʰaj˧˥
ທຸ່ມເທ,tʰumtʰeː,tʰum˧tʰeː˧˥
ຕີງ,tiːŋ,tiːŋ
ປູຊະນີຍະ,puːsaniːɲa,puːsa˧niː˧˥ɲa˧
ແຊວ,sɛːw,sɛːw˧˥
ຮາມ,haːm,haːm˧˥
ເຫງົານອນ,ŋaonɔːn,ŋao˩˧nɔːn˧˥
ເຂົ້າເຈົ້າ,kʰaot͡ɕao,kʰao˧˩t͡ɕao˥˨
ນິນທາ,nintʰaː,nin˧˥tʰaː˧˥
ຊະຍະ,saɲa,sa˧ɲa˧
ຕົກເປັນເງິນ,tokpenŋən,tok˧˥penŋən˧˥
ບໍ່ຫນ້າເຊື່ອ,bɔːnaːsɯːə̯,bɔː˧naː˧˩sɯːə̯˧
ຕັນຫາ,tanha,tanha˩˧
ຍົກໄປ,ɲokpaj,ɲok˧paj
ອຸບ,up,up˧˥
ລະເມີ,laməː,la˧məː˧˥
ບໍ່ຫວິດ,bɔːwit,bɔː˧wit˧˥
ເຄືອບ,kʰɯːə̯p,kʰɯːə̯p˥˨
ນິພົນ,nipʰon,ni˧pʰon˧˥
ອາຄາດ,aːkʰaːt,aːkʰaːt˥˨
ລົງຮາກ,loŋhaːk,loŋ˧˥haːk˥˨
ຮອກ,hɔːk,hɔːk˥˨
ກະອອກ,kaɔːk,ka˧˥ɔːk˧˩
ຢ່າງຖີ່ຖ້ວນ,jaːŋtʰiːtʰuaːn,jaːŋ˧tʰiː˧tʰuaːn˧˩
ນັ້ນແລ,nanlɛː,nan˥˨lɛː˧˥
ອະຣະຫັນ,arahan,a˧˥ra˧han˩˧
ການຜູກມັດ,kaːnpʰuːkmat,kaːnpʰuːk˧˩mat˧
ອຸບັດ,ubat,u˧˥bat˧˥
ກຸກ,kuk,kuk˧˥
ບົທ,buaːt,buaːt˧˩
ບີ້,biː,biː˥˨
ແຕ່ເຖິງຢ່າງໃດກໍ່ຕາມ,tɛːtʰəŋjaːŋdajkɔːtaːm,tɛː˧tʰəŋ˩˧jaːŋ˧dajkɔː˧taːm
ຮາບ,haːp,haːp˥˨
ຕ້ອງຕາ,tɔːŋtaː,tɔːŋ˥˨taː
ທັບພະ,tʰappʰa,tʰap˧pʰa˧
ເຄື່ອງແບບ,kʰɯːə̯ŋbɛːp,kʰɯːə̯ŋ˧bɛːp˧˩
ນິຣະ,nira,ni˧ra˧
ໂຍທາ,ɲoːtʰaː,ɲoː˧˥tʰaː˧˥
ວັດຈະນະ,watt͡ɕana,wat˧t͡ɕa˧˥na˧
ແຮດ,hɛːt,hɛːt˥˨
ຣຸກຣານ,rukraːn,ruk˧raːn˧˥
ສລາ,salaː,sa˧˥laː˩˧
ເຜີ,pʰəː,pʰəː˩˧
ຄວາມໃນໃຈ,kʰwaːmnajt͡ɕaj,kʰwaːm˧˥naj˧˥t͡ɕaj
ມະຫາເສນາ,mahaːseːnaː,ma˧haː˩˧seː˩˧naː˧˥
ພົມແດນ,pʰomdɛːn,pʰom˧˥dɛːn
ຕະລຶງ,taliŋ,ta˧˥liŋ˧
ບັນນະ,banna,banna˧
ຮົ່ມເຢັນ,homjen,hom˧jen
ກັ້ງ,kaŋ,kaŋ˥˨
ນິສິດ,nisit,ni˧sit˧˥
ກ້ຽວ,kiaːw,kiaːw˥˨
ປະຈົບ,pat͡ɕop,pa˧˥t͡ɕop˧˥
ກິນກັນ,kinkan,kinkan
ອົງອາດ,oŋaːt,oŋaːt˧˩
ໂຜດ,pʰoːt,pʰoːt˧˩
ຄວາມກ້າຫານ,kʰwaːmkaːhaːn,kʰwaːm˧˥kaː˥˨haːn˩˧
ເພສັດ,pʰeːsat,pʰeː˧˥sat˧˥
ມາຄະບູຊາ,maːkʰabuːsaː,maː˧˥kʰa˧buːsaː˧˥
ຖັກ,tʰak,tʰak˧˩
ປະສາ,pasaː,pa˧˥saː˩˧
ກົ້ມ,kom,kom˥˨
ຍໍ,ɲɔː,ɲɔː˧˥
ຜູ້ຮັກສາ,pʰuːhaksaː,pʰuː˧˩hak˧saː˩˧
ໂຊດາ,soːdaː,soː˧˥daː
ປວງ,puaːŋ,puaːŋ
ຢູ່ກ້ອງ,juːkɔːŋ,juː˧kɔːŋ˥˨
ຕະກຽງ,takiaːŋ,ta˧˥kiaːŋ
ເຍືອງ,ɲɯːə̯ŋ,ɲɯːə̯ŋ˧˥
ຫາວິທີແກ້ໄຂ,haːwitʰɯːkɛːkʰaj,haː˩˧wi˧tʰɯː˧˥kɛː˥˨kʰaj˩˧
ເຫັງ,heŋ,heŋ˩˧
ຍາຕ,ɲuaːtɲaːn,ɲuaːt˥˨ɲaːn˧˥
ຂອງທີ່ລະລຶກ,kʰɔːŋtʰiːlalɯk,kʰɔːŋ˩˧tʰiː˧la˧lɯk˧
ເຫັນຕ່າງ,hentaːŋ,hen˩˧taːŋ˧
ເປັນນຳ,pennam,pennam˧˥
ປະຕິຍານ,patiɲaːn,pa˧˥tiɲaːn˧˥
ສັນດອນ,sandɔːn,san˩˧dɔːn
ບໍ່ງໍ້,bɔːŋɔː,bɔː˧ŋɔː˥˨
ຍື່ງ,ɲɯːŋ,ɲɯːŋ˧
ຜອງ,pʰɔːŋ,pʰɔːŋ˩˧
ວິວາດ,wiwaːt,wi˧waːt˥˨
ເອຊິບ,eːsip,eːsip˧
ບັນທອນ,bantʰɔːn,bantʰɔːn˧˥
ຫລົບ,lop,lop˧˥
ໄມຕີ,majtiː,maj˧˥tiː
ເຈົ້າບ່າວເຈົ້າສາວ,t͡ɕaobaːot͡ɕaosaːo,t͡ɕao˥˨baːo˧t͡ɕao˥˨saːo˩˧
ກະຕ່ຳ,katam,ka˧˥tam˧
ພາມ,pʰaːm,pʰaːm˧˥
ຊາມາ,saːmaː,saː˧˥maː˧˥
ເປັນແຖວ,pentʰɛːw,pentʰɛːw˩˧
ງັບ,ŋap,ŋap˧
ເຂົ່າ,kʰao,kʰao˧
ຊ່ຽວ,siaːw,siaːw˧
ຮັບປາກ,happaːk,hap˧paːk˧˩
ສັນທະ,santʰa,san˩˧tʰa˧
ຟາງ,faːŋ,faːŋ˧˥
ສິນບົນ,sinbon,sin˩˧bon
ບໍ່ຫມົດ,bɔːmot,bɔː˧mot˧˥
ຕົກແຕ່ງ,toktɛːŋ,tok˧˥tɛːŋ˧
ຂາບ,kʰaːp,kʰaːp˧˩
ສາດສະດາ,saːtsadaː,saːt˧˩sa˧˥daː
ຈຸ້ມ,t͡ɕum,t͡ɕum˥˨
ຫລົ່ນ,lon,lon˧
ຫຸງ,huŋ,huŋ˩˧
ອູດ,uːt,uːt˧˩
ຄຶກ,kʰɯk,kʰɯk˧
ປາສຈາກ,puaːŋpaj,puaːŋ˧paj
ຫ່ຽວ,hiaːw,hiaːw˧
ໂບຮານ,boː,boː
ຖືຄອງ,tʰɯːkʰɔːŋ,tʰɯː˩˧kʰɔːŋ˧˥
ສຸດາ,sudaː,su˧˥daː
ຊ່າວ,saːo,saːo˧
ໂຈກ,t͡ɕoːk,t͡ɕoːk˧˩
ດວງອາທິດ,duaːŋaːtʰit,duaːŋaːtʰit˧
ຕ່ອງ,tɔːŋ,tɔːŋ˧
ການປາກເວົ້າ,kaːnpaːkwao,kaːnpaːk˧˩wao˥˨
ນ້ຳຫມາກ,nammaːk,nam˥˨maːk˧˩
ຫລອນ,lɔːn,lɔːn˩˧
ກົ່ງ,koŋ,koŋ˧
ຮັນ,han,han˧˥
ຫນ່ຽງ,niaːŋ,niaːŋ˧
ວະດີ,wadiː,wa˧diː
ເຊີດ,səːt,səːt˥˨
ຮາວ,haːo,haːo˧˥
ໂຈດ,t͡ɕoːt,t͡ɕoːt˧˩
ຍຸຄົນ,ɲukʰon,ɲu˧kʰon˧˥
ອ່ຽນ,iaːn,iaːn˧
ເຄື່ອງເຈາະ,kʰɯːə̯ŋt͡ɕɔː,kʰɯːə̯ŋ˧t͡ɕɔː˧˥
ວັຈ,wiaːŋ,wiaːŋ˧
ມີໄວ້,miːwaj,miː˧˥waj˥˨
ທ່ຽນ,tʰiaːn,tʰiaːn˧
ວິພາກ,wipʰaːk,wi˧pʰaːk˥˨
ການລົງຄະແນນສຽງ,kaːnloŋkʰanɛːnsiaːŋ,kaːnloŋ˧˥kʰa˧nɛːn˧˥siaːŋ˩˧
ໂລ່ງ,loːŋ,loːŋ˧
ລຳຄອງ,lamkʰɔːŋ,lam˧˥kʰɔːŋ˧˥
ດີ້ນ,diːn,diːn˥˨
ຄຳກ່າວ,kʰamkaːo,kʰam˧˥kaːo˧
ອານາເຂດ,aːnaːkʰeːt,aːnaː˧˥kʰeːt˧˩
ອອກຖແລງ,ɔːltʰalɛːŋ,ɔːl˧˩tʰa˧˥lɛːŋ˩˧
ນີ້ວ,niːw,niːw˧˩
ຕາວັນ,taːwan,taːwan˧˥
ສັງຫານ,saŋhaːn,saŋ˩˧haːn˩˧
ຈົງໃຈ,t͡ɕoŋt͡ɕaj,t͡ɕoŋt͡ɕaj
ວາງໃຈ,waːŋt͡ɕaj,waːŋ˧˥t͡ɕaj
ພໍເຖິງ,pʰɔːtʰəŋ,pʰɔː˧˥tʰəŋ˩˧
ໄສ່,saj,saj˧
ນະລາດ,nalaːt,na˧laːt˥˨
ໄຫມ່,maj,maj˧
ຄົນຊົ່ວ,kʰonsuaː,kʰon˧˥suaː˧
ກະຈັບ,kat͡ɕap,ka˧˥t͡ɕap˧˥
ອອກເລືອດ,ɔːklɯːə̯t,ɔːk˧˩lɯːə̯t˥˨
ເຫືອກ,hɯːə̯k,hɯːə̯k˧˩
ບຸ່ງ,buŋ,buŋ˧
ມະໂຫລານ,mahoːlaːn,ma˧hoː˩˧laːn˧˥
ຄ້ອນ,kʰɔːn,kʰɔːn˥˨
ອາມ,aːm,aːm
ຈັ່ນ,t͡ɕan,t͡ɕan˧
ມາເລເຊັຽ,maːleːsiaː,maː˧˥leː˧˥siaː˧˥
ກະເທືອນ,katʰɯːə̯n,ka˧˥tʰɯːə̯n˧˥
ໂຖ,tʰoː,tʰoː˩˧
ອົບເອົ້າ,opao,op˧˥ao˥˨
ລີງ,liːŋ,liː˩˧ŋ
ເລ່ງ,leːŋ,leːŋ˧
ຈິບ,t͡ɕip,t͡ɕip˧˥
ລູກໄພ້,luːkpʰaj,luːk˥˨pʰaj˥˨
ຫມາກຖົ່ວ,maːktʰuaː,maːk˧˩tʰuaː˧
ມຸນຕີ,muntiː,mun˧˥tiː
ຫືດ,hɯːt,hɯːt˧˩
ບ່ອງ,bɔːŋ,bɔːŋ˧
ວັ່ນ,wan,wan˧
ກັ່ງ,kaŋ,kaŋ˧
ຢ່າງງຽບໆ,jaːŋŋiaːpŋiaːp,jaːŋ˧ŋiaːp˥˨ŋiaːp˥˨
ຫອນ,hɔːn,hɔːn˩˧
ຝັ້ນ,fan,fan˧˩
ຜູ້ແຕ່ງ,pʰuːtɛːŋ,pʰuː˧˩tɛːŋ˧
ຊູ້,suː,suː˥˨
ຊ່ອງແຄບ,sɔːŋkʰɛːp,sɔːŋ˧kʰɛːp˥˨
ພອງ,pʰɔːŋ,pʰɔːŋ˧˥
ໂລມາ,loːmaː,loː˧˥maː˧˥
ຮ່ອນ,hɔːn,hɔːn˧
ເລ້ກົນ,leːkon,leː˥˨kon
ຄວາມໃກ້ຊິດ,kʰwaːmkajsit,kʰwaːm˧˥kaj˥˨sit˧
ທະສະ,tʰasa,tʰa˧sa˧˥
ທາບທາມ,tʰaːptʰaːm,tʰaːp˥˨tʰaːm˧˥
ບຳເພັນ,bampʰen,bampʰen˧˥
ໂລກະ,loːka,loː˧˥ka˧˥
ລ້າວ,laːo,laːo˥˨
ວິສະ,wisa,wi˧sa˧˥
ຜ້ຽນ,pʰiaːn,pʰiaːn˧˩
ຈ້ຳ,t͡ɕam,t͡ɕam˥˨
ມານຍາ,maːnɲaː,maːn˧˥ɲaː˧˥
ຂໍກະແຈ,kʰɔːkat͡ɕɛː,kʰɔː˩˧ka˧˥t͡ɕɛː
ນົນ,non,non˧˥
ອາດຕະມາ,aːttamaː,aːt˧˩ta˧˥maː˧˥
ບົກພ່ອງ,bokpʰɔːŋ,bok˧˥pʰɔːŋ˧
ຈິດຕະກອນ,t͡ɕittakɔːn,t͡ɕit˧˥ta˧˥kɔːn
ເຖາະ,tʰɔ,tʰɔ˧˥
ເລງ,leːŋ,leːŋ
ອິນທະນູ,intʰanuː,intʰa˧nuː˧˥
ລຳໂພງ,lampʰoːŋ,lam˧˥pʰoːŋ˧˥
ໄດ້ກິ່ນ,dajkin,daj˥˨kin˧
ຊາຫຍັງ,saːɲaŋ,saː˧˥ɲaŋ˩˧
ໂຂ,kʰoː,kʰoː˩˧
ຈີດ,t͡ɕiːt,t͡ɕiːt˧˩
ກາມາ,kaːmaː,kaːmaː˧˥
ການບັນຈຸ,kaːnbant͡ɕu,kaːnbant͡ɕu˧˥
ທະວິ,tʰawi,tʰa˧wi˧
ຄາງ,kʰaːŋ,kʰaːŋ˧˥
ທີລະ,tʰiːla,tʰiː˧˥la˧
ປິວ,piw,piw
ໃຄ່,kʰaj,kʰaj˧
ຊີດ,siːt,siːt˥˨
ຝຸງ,fuŋ,fuŋ˩˧
ໃຈຄິດ,t͡ɕajkʰit,t͡ɕajkʰit
ຊົມພູ,sompʰuː,som˧˥pʰuː˧˥
ຈິ້ງ,t͡ɕiŋ,t͡ɕiŋ˥˨
ເມົ້າ,mao,mao˥˨
ເບນ,beːn,beːn
ເບັງ,beŋ,beŋ
ອົດໄດ້,otdaj,ot˧˥daj˥˨
ຮົ້ວ,huaː,huaː˥˨
ຂອງເກົ່າ,kʰɔːŋkao,kʰɔːŋ˩˧kao˧
ປູດ,puːt,puːt˧˩
ບັນທົມ,bantʰom,bantʰom˧˥
ຫມາກດາມ,maːkdaːm,maːk˧˩daːm
ຄຸກຄານ,kʰukkʰaːn,kʰuk˧kʰaːn˧˥
ປ້ານ,paːn,paːn˥˨
ປະນີປະນອມ,paniːpanɔːm,pa˧˥niː˧˥pa˧˥nɔːm˧˥
ພະຍັນຊະນະ,pʰaɲansana,pʰa˧ɲan˧˥sa˧na˧
ຜິ,pʰi,pʰi˧˥
ເພີ້ຝັນ,pʰəːfan,pʰəː˥˨fan˩˧
ຕຸດ,tut,tut˧˥
ກຸມານ,kumaːn,ku˧˥maːn˧˥
ຈັບໃຈ,t͡ɕapt͡ɕaj,t͡ɕap˧˥t͡ɕaj
ມີສີມື,miːsimɯː,miː˧˥si˩˧mɯː˧˥
ວີຣະ,wiːra,wiː˧˥ra˧
ໂມ່ງ,moːŋ,moːŋ˧
ຄົນໄຂ້,kʰonkʰaj,kʰon˧˥kʰaj˧˩
ນິ້ງ,niŋ,niŋ
ເຄື່ອງກົນ,kʰɯːə̯ŋkon,kʰɯːə̯ŋ˧kon
ກໍ່ກວນ,kɔːhuaːn,kɔː˧huaːn
ອາຈິນ,aːt͡ɕin,aːt͡ɕin
ການສ່ວນຕົວ,kaːnsuaːntuaː,kaːnsuaːn˧tuaː
ຮັບແຈ້ງ,hapt͡ɕɛːŋ,hap˧t͡ɕɛːŋ˥˨
ຊີມ,siːm,siːm˧˥
ອາຣາມ,aːraːm,aːraːm˧˥
ອັນເຊີນ,ansəːn,ansəːn˧˥
ຈັບມື,t͡ɕapmɯː,t͡ɕap˧˥mɯː˧˥
ລູກເມັຽ,luːkmiaː,luːk˥˨miaː˧˥
ສຳຣອງ,samrɔːŋ,sam˩˧rɔːŋ˧˥
ການພະນັນ,kaːnpʰanan,kaːnpʰa˧nan˧˥
ອືດ,ɯːt,ɯːt˧˩
ສັງເຄາະ,saŋkʰɔ,saŋ˩˧kʰɔ˧
ຫລໍ່ແຫລມ,lɔːlɛːm,lɔː˧lɛːm˩˧
ສ່ຳ,sam,sam˧
ຊຶງ,siŋ,siŋ˧˥
ມີວາດ,miːwaːt,miː˧˥waːt˥˨
ເຈີດ,t͡ɕəːt,t͡ɕəːt˧˩
